ID,first_three_sentences
PBKBLrcn6Pc,"all right in 2018, uh, obesity rates in the United States were said to be 42 percent. now, 70 of the population is overweight. 42 percent of us are obese- just wondering what you guys think."
MQNZoVv1fVY,"all right. somebody asked a question about how I maintain electrolytes. well, I generally sold things to taste."
GjXwO7-y684,"all right. the question is: do I stick to any particular macronutrient ratio, while on the carnivore diet, you know, generally I kind of just eat to satiety. however, as I'm currently in this leaning out phase, I'm I'm more conscious of that, and so typically I usually eat around 300 grams of protein a day."
t5waiPUgAMA,"I think that everybody really knows what to eat. but everybody likes overeating because say we're- we're humans, we're Glutton sometimes and- and it feels good to overeat. it's a lot harder to overeat plain ground beef than you know fruit or honey."
Zy7iII5Xi6M,"I've always wondered about the uh genetic predisposition to these things, because I do have some cousins that also have some inflammatory bowel issues. but it doesn't make rational sense to me that there are um child specific foods, like we're taught. I think mostly that's a form of marketing."
J3YgmyAPclY,"okay question around tmao, a trimethylamine oxide. you know what's the story with that. well, tmao can be elevated for a number of reasons, and I think it's the reasons it's elevated is probably more concerning."
cmLtkiMTceA,"it should be the first first line therapy. you know, put somebody on an Elimination Diet. you know, whether it's an SCD diet or a carnivore diet or whatever probably people work."
MhqOk-kOnOE,"most of my life. I stayed in great shape because my job and my life depended on it. as time passed, my bulletproof mindset changed."
T0Wkzvx6tuY,"you see everyone on Joe Rogan talking about it. uh, you know, Michaela and Jordan Peterson, you know they're fixing all their problems with it. so I was like, Hey, like maybe there's something to this, let's do a deep dive."
LCUTcCt4Tlc,"a lot of people find that it's really hard to over consume steak or meat- you know, ground beef it's hard to do that- where it's quite easy to over consume Donuts, or you might even say honey or something like that, because that sweetness drives more of the feeding behavior. and I think you know you are right: humans, just at the basic levels, want to consume as much energy as we possibly can get in because we don't know if we're going to eat again, whereas the reality of the modern day life is, yes, you're going to be able to eat tomorrow. I mean, whereas maybe 30 000 years ago that that certainty wasn't wasn't there."
aFGktsOEUC8,"I was eating a lot of- I guess you could say- a balanced diet. I was drinking raw milk and, you know, eating sweet potatoes, regular potatoes, chicken and beef. I was getting these like highs and lows."
ug2pteBai7U,"all right, I deserve a treat, right? we we've all said that as an excuse to eat some sort of garbagey food. well, I mean, do you actually deserve that?"
hf5mKPtMpyI,"it's like dog food to me. with all the other junk foods and processed things that I used to eat, I still had that addiction. when you see the Lucky Charms box, it lights up your brain, makes you want to have it."
_cQ_OP1rpCE,"I guess what started it all was I had these sort of weird neurological symptoms. the weirdest one was the lack of being able to speak at all. I mean, I could think the words and whatnot."
2k-rGxPCHv4,"all right, man Mark philhart tweet. thanks, good job, brother. keep up the good work."
SVopUuLLgHo,"or what about iron overload and red meat? while it is true that red meat is a wonderful and very effective way to obtain iron through something called hemine, which is in contrast to the non-heem iron founded plants, which is poorly absorbed, iron overload isn't typically not caused by eating too much meat. typically it is related to metabolic disease."
YKGpM6Jtmk4,"foreign star tick and red meat algae. well, it is true, it does exist. there is a tick that lives primarily in the southeast of the United States, recently been seen a little bit more in the Northeast United States, usually active between April and August."
-ZOLe4kO7AE,"all right, some of you guys uh asked me about, uh, different salts that I might use. uh, so one thing I use is this little Redmond Real Salt, which I've used for a number of years- a great product. um."
M_HDQ7Ls6eI,"[Music]. all right. so people would ask you, do I have a particular meat Supply or things like that?"
6kWwh2AXAUA,all right. here's something that I often uh get asked about. it's about blood type and it is a carnivore diet appropriate for particular blood types.
b2ZfFeMUfgk,"all right, guys, here's a couple of more sort of unusual side effects from a carnival bite that many people mentioned. so the first one is that many people notice that they tend to sunburn less easily, or they tend to have better Sun tolerance, or if they burn, it's quite minimal, and so that's something that many, many people have reported, uh, while going on a carnivore diet, uh. the next one is, uh, interestingly, less earwax."
zBSfAQaNFhY,"okay, here's a couple weird side effects from the carnivore diet that some people have reported. I've seen some of them myself. so number one is the lack of hiccups."
wyALe27tc04,"a little interesting fact. so over the last 20, 30 years, calorie consumption in the United States has not really gone up appreciably, but the Obesity rates certainly have. our microbiome actually consumes some of our calories and some studies up to 22 percent of the food we consume is actually eaten by bugs that inhabit our gastrointestinal tract."
9A0dO_KRo3E,"okay, after doing the last video on the macronutrients, there's a lot of people asking: what are you doing to get those macronutrient erasers? so you know, currently, like I said, about 300 grams of protein and around 200 grams of fat, roughly. it's not exact, but it's pretty close to that."
pRNTmVO3ygQ,"all right, let's talk a little bit about, uh, the macronutrients I'm consuming. while I'm leaning out, so normally at sort of Maintenance, I'm usually sitting, you know, roughly 300 grams of protein, 300 grams of fat, that is, you know, something like 3 900 calories, and it is about 69 for those calories come from fat. currently, I'm eating 300 grams of protein and 200 grams of fat."
8HvEXbTvdx0,"hey folks, as I am currently been leaning up, some people ask me kind of what I'm eating, what my macronutrient breakdown looks like. so, just for review: got up to around close to 270 uh on Carnivore. I'm now coming back down."
nxoFpFKAbYM,"we'll get. another common misconception around a carnivore diet is you will become constipated. now what is true is most likely, if you regret dramatically reduced your fiber intake, you go to the bathroom less frequently and your bowel moves will be smaller."
uLEFrKA7oCo,"okay, here's another mistake I see people on a carnivore diet often doing- and this is a very common mistake- and one is people do this for the reason of losing weight, which is, you know, Common, because there's a lot of people that are struggling, unfortunately, with too much obesity. um, and one of the things I see people doing is they just restrict them in a number of calories they consume and they end up lots of craving and binging and unable to stay in the diet. so don't try to immediately go on a caramel diet in a massive restrict how many calories you consume, because it's going to come back to bite you in the form of not being able to sustain a diet."
ZdgFUH-o4AI,"okay, here's one mistake that I see people on a carnivore diet doing quite quite commonly. one is is trying to quit coughing when you first transition to a carnivore diet. now, certainly, reducing or quitting coffee can be beneficial for many people."
6sNH0kTlwhQ,okay. so the question on the other side of the scale: but what about protein? what's protein you need?
iIk4qkYmZ6g,"okay, if you watch the last video, the obvious questions. well, who are the groups that might benefit from an even higher fat diet? well, certainly, uh, what I've seen is people healing certain neurologic conditions tend to skew towards higher fat percentages, at least for a time."
jvMw4aoiK1E,"okay, people are asking to ask me: you know about macronutrient Racers on a carnivore diet. well, I mean, for most people you're going to consume, probably between 60 and 80 of your calories, by percentage, are going to come from fat, leaving the rest from largely protein. there might be some Trace carbohydrates in there if you eat things like eggs, a little bit of dairy, but pretty much, you know, 60 to 80 fat."
9kaoG78e9M4,"all right, a follow-up question on the dog feeding video. and there's one of them, there's Maximus and there's Sasha. anyway, Sasha's about 45 pounds, Max was about 18 pounds."
ljsAwdzkZos,"did you ask me what I feed my dog goes and see if you can see him in front of me. anyway, the big one is a white Golden Retriever named sausage, about 45 pounds, and a little one is Maximus. he is a about an 18 pound what's called a cottone de tullier, and they basically just eat meat, and so I give them a lot of typically leaner ground beef, sometimes ground turkey, sometimes bits of chicken."
H6e_pvCuj-g,"okay, let's talk a little bit about all-cause mortality in the uh relationship between ileo cholesterol and likely apob. I think there's more studies on LDL suggestions. I don't know if there's much on apob, but certainly you know, when we, when we distinguish between cardiovascular disease, cardiovascular mortality, it all cause mortality."
VUpFewydSwg,"so if we have people that are metabolically healthy is defined by the last video- are they likely to have heart disease when their apob levels or LDL levels are high? well, it's interesting. there are some, a number of cities out there, that suggest that perhaps not, not, not, not conclusively not, but perhaps not."
6wJv9qigcMA,"okay, further discussion on LDL or, for that matter, APO B. now, for most people, a rise in LDL cholesterol or high level of apob is associated with cardiovascular diseases. there's pretty clear evidence that certainly shows that. but again, remember, most of that evidence is gained from standard population uh metrics where the average person is eating you know kind of a standard American diet, high carb diet, so on and so forth."
BOFHJY89xV4,"uh, what if I go on a low carb, ketogenic or carnivore diet and my LDL cholesterol goes up? well, first of all, first thing I'll tell you is you should not ignore that just because you're on a low carb diet doesn't mean that it's automatically something we can disregard. however, there is some Nuance to that and so, uh, you know, the same thing with April would be April B, and LDL cholesterol more or less basically track in the same direction."
32JoLDt78yQ,"all right, folks, I'm getting ready to head out to Jujitsu. there's a couple- just a couple- uh tips I think are helpful in the context of carnivore diet for athletic performance. one is stay on top of your hydration."
A9Rdr3p863I,"all right, high fat, low fat, moderate fat- what's the best thing for carnivore? well, the truth be told is it depends. uh, you know."
C65hjhVe6O8,"all right, let's talk a little bit about gut issues on Carnivore diet. the most common reason I see people still continue to have gut issues on a carnivore diet are primarily uh fat consumption, and it's usually excessive fat consumption relative to what you can safely or naturally absorb, and so that often comes more often in the context of rendered fat. rendered fats would be things like grease, bacon grease, hamburger grease, concentrated fats like Butters and creams."
n7IDgTx3ym4,"okay, a lot of people consult me with regards to trying to get really lean on a carnivore diet and one of the concepts that I have utilized, the so-called concept of fat cycling. that is where you focus on three or four days of relatively leaner cuts of meat and then on the fourth or fifth day you add in the fat ear cuts of meat. you just repeat that over and over again and that usually is pretty effective for most people, I've found."
lWF60znL3fk,"a lot of people ask me about how much do I need to eat on a carnivore diet. well, I think, if you're starting out, the first thing you need to do- most people, you know, have some sort of bad eating habits. the first thing is: eat enough so you don't want the garbage."
GQskSm1OpXU,"so I am a Bitcoin hodler, just just for for reference, and the guys that got me, you know, same thing who wrote a Bitcoin standard and a guy named Mike Goldstein, and they are both carnivores and they've been doing it for longer than I. I think that you know. obviously, when we talk about a lot of people in crypto, I know the Bitcoin guys will be mad to say: Bitcoin is crypto, it's different. right, that's, that's the the thing."
zGvTzQYALV8,"okay, final tip on Cravings. you know, let's say, uh, you know the the. unfortunately, none of these uh techniques work that we talked about in previous videos."
2SAKQTbzCCY,"all right, Cravings. let's talk a little bit about those. uh, first of all, um, you know, there, there's a strategy for this that I think works quite well, and I call it prevention, distraction, and then replacement, and, and so, uh, many people aren't going on a carnivore diet."
r2iiAm4TDgQ,"okay, let's talk about the role of distraction when it comes to Cravings. well, we know that most Cravings, or many Cravings, are dependent upon certain hormones- the one in particular is gorillin- and it tends to be time limited. so over a period of time- maybe 30, 45 minute- that craving will pass, and so if you can distract yourself for that period of time, it can be very effective."
9z2bytr0Zyc,"will do a high protein diet or a carnivore diet and they'll notice sometimes that they're serum creatinine number is elevated now in in many cases, an elevated serum creatinine could indicate that there's a problem with your kidneys. however, there are many cases where that's an expected finding and it's not related to- uh, kidney issues. and one is: you are having, you have a lot of muscle mass."
KJESZPTBgZI,"all right. this is a common question that comes up quite often and it is about whether or not you must consume organ Meats to successfully do a carnivore diet. well, the answer that is generally no."
BbId6ZrM218,"oh, somebody's asking me for a little tip for cooking steak. so one thing that I think is an important thing to do is, prior to searing a steak, always dry it off real well. you don't want a lot of surface moisture on this take because what happens is that moisture has to be cooked off and it takes longer to cook the steak, longer to sear the steak."
CTZKaU7urUU,"hey, guys, I wanted to share an observation with you that I've seen over the years, and one thing I've seen is that Winners tend not to be whiners and whiners tend not to win. so the lesson there is when faced with adversity, you know, whining about it, complaining about it, is not the answer, right, the answer is: figure out what you can do to overcome that and and let it inspire you- in fact, I like losing at time because it inspires me to get back after it and to grind and to be able to overcome these obstacles. and the more you, the more you do that, the more you have that mindset, the more successful you're going to be over time."
Est2D8oIr54,"Josh and I've been doing this a while and I literally spent every single day of my life talking to people about this stuff and I mean it's almost what happened. I seen. I mean it's, you know, mental health, gastrointestinal Health, osteoarthritis, rheumatoid arthritis, psoriatic arthritis, skin conditions- you know psoriasis, eczema."
HWmnkOcllMA,"okay, a lot of people ask me about: should you eat fish on a carnivore diet? Well, you certainly can, and if you're going to eat fish again, if you're on a carnivore diet, you're not taking any carbohydrates in, or very little uh, so you need fat, you know. so fattier cuts of fish, so things like salmon, mackerel, sardines, those are all great, uh options for people."
Y-CwTfiDnVs,"account you should think about as a metabolic disease. you know it has a component of metabolic syndrome and often has a component of immunological compromise, and so whether or not you eat meat or something else is not really the main considered Factor here. now, certainly, things like fructose, alcohol and pure enriched foods can exacerbite gout, for sure."
G0AHYsKvvoE,"all right. some people ask me: what's it after a car or not, and ketogenic diet, and which one might I want to choose. well, there are some similarities."
ycvoDkaKc9s,"okay, does the carnivore diet help prevent cancer? well, the the answer to that is: we have no idea. there's no way to really know that, but what I can tell you is that a carnivore diet often helps people lose weight, uh, so they remove obesity from the equation, very often decreases inflammation and very often improves glycemic control and very often- uh you know- helps people with better nutrition."
YYcWJq2HvQw,"all right. what food should you absolutely avoid? so the combination of refined grains, sugar and Industrial oils."
BZNNQe0SeW8,"all right, let's talk about the top four reasons to eat a carnivore diet. well, number one: it rids us of all Ultra processed foods. Ultra processed foods are clearly the cause of most of the diseases that we see, particularly chronic diseases."
96xl_E8DtuU,"all right. A lot of people are always asking about the different knives I use to cut up meat, so I'll just kind of go through some of this knife here is called an Espada XL and it comes from the company Cold Steel. it's quite a nice product."
PwM_ZyE4VbM,"okay, let's say you've made the decision to finally get fit. you've not exercised most of your life. how do you begin?"
AnbuHmgyMrg,"okay, what about feeding your dogs? well, dogs, as you guys may or may not know, are, uh, very heavily carnivorous. dogs should be getting meat."
K0ZuawIlu_k,"okay, fun fact of the day: did you know that the number one and number two killer of vegans on Earth are cancer and heart disease, just like everybody else? so don't go vegan, because it's not going to protect you from any of that stuff. all right, this data comes from the Epic Oxford supplementary tables, where they look at death rates and and what's killing vegans and, uh, and vegetarians, and the number one were cancer and heart disease."
dVZiyq1VbtE,"all right. after seven years of eating a purely carnivorous diet, people ask me: what? what is my favorite cut of steak?"
uRFvq4SSrRE,okay. do you have to spend a lot of extra money on the highest quality beef in order to have success on a Carnival diet? the answer that is absolutely not.
HHQMJlkgs0E,"all right. how much food should I eat on a carnivore diet? I know it sounds, uh, a little goofy, but what I will tell you is, uh, initially, particularly those people that are trying to lose weight or are particularly dealing with food addictions- eat enough food, high quality nutrition, so you don't want the other stuff you know."
ZxhwjPtrlC8,"all right. what up blood pressure and carnivore diet? well, what usually happens is people's blood pressure normalizes."
74lAikKHTac,"all right. what if you're feeling a little tired, sluggish, light-headed week when you first started carnivore diet? well, most of the time that has to do with one of two issues: either dehydration, so you need up your fluid and electrolyte status."
Yz7hgDMAuR0,all right. what about if you go on a Carnival diet and your serum creatinine level goes up? you know that's one of the measures of kind of kidney function.
OP3xSpsKbEU,"all right. is carnivore diet gonna give me gout? the short answer is no, it is not."
eD3YXBLvYVk,"okay, my thoughts on adding a stick of butter today. sorry, my thoughts on adding a stick of butter per day. to be honest, I'm not really a big fan, you know."
vbZkul6EZmM,okay. do I eat vegetables? answer that is no.
XBF_35x0uCM,"hey guys, X Sean Baker here. let's talk about how to quit sugar. well, first of all, I think the best thing to do is complete abstinence."
pi7Cnj7PDlg,"do you attribute you breaking the world records to, to the diet, or do you think you cut you could have possibly broken it on a different diet? the diet allowed me to do it more than I would have. I mean, I'm clear, I'm definitely convinced, you know, like, like, the time I got was almost solely attributed to due to diet."
jzhj-djklnQ,"so I just started reading about all these people doing this crazy, you know I'll meet that- and I look back and look back in the days of like, uh, you know, some of the old, old-time bodybuilders- steak and eggs diets, Vince guaran and those types of guys. I said, well, I'm just going to try to see what it does. do it for 30 days, you know, and I was pretty impressed."
uJVA6S83LTc,"so I'm 53 now when I, when I was about 10 years ago, I was 43, I was, you know, starting to see my health decline. I mean I was an athlete my whole life- I just want to- literally won a World Championships in Highland Games. you know, you want to put a kilt on, you throw those big kind of looking telephone poles- they call them Capers and you know stones and all this stuff, and I was about 290. you know I'm about 240 right now, but I was about 290 and I was seeing my health start to decline and I started saying I got it, I got to change diet."
IxF1iwSyLXU,"problem is researchers say, well, that's, that's the best we can do, because we can't do an ethical study, we can't do a, you know, 20, 30 year study just feeding people this and randomizing them. you know, it's just, it's just technically, you know, impractical to do and it costs too much money. so they're saying like, well, that's the best we have."
5otfTXdOSjA,"if I was to take all the food in the world and I was going to draw a line in terms of food that would potentially bring down knee pain versus food that would, uh, inflame or activate more knee pain, where do you draw that line? is it just as simple as meeting and everything else, or is there? well, I mean, you certainly can draw the line there and, as you probably know, I I'm an advocate of a meat-based diet."
-1xnSr-Qcdk,"why did a change in diet have an impact on the knee right and pain and kind of all these aspects? I don't think people would connect what you're eating with, maybe literally, knee pain. yeah, so the way I was trained- and most orthopedic surgeons today are still taught this- it's all about mechanics, biomechanical forces."
k0iUeA35GMo,"are. here are five signs that your doctor is a dummy- all right. number one: if you have a gastroenterologist, it tells you your your irritable bowel syndrome or your inflammatory bowel disease has nothing to do with diet- that guy's a dummy- all right."
1I2V9ulQ_hE,"most people know the food system is broken and they also know the Health Care system is broken. but I think you've really kind of focused on, like food may be the solution to two of those problems, not just either. or how did you become so interested in food being a solution, given that you have this medical career where, like, they're more focused on Band-Aids maybe than on actual, like first principle Solutions?"
IRK3Qp9R7Hc,"well, let's say, on the road and the only place you got is McDonald's, can you do stuff? can you keep your carnivore stuff on there? sure you can."
kL39_3AS0m4,"okay, which country do you think has the best beef in this particular list? number one: Uruguay. number two: Argentina, Brazil, Scotland, Ireland, the USA, South Africa, Japan, Canada, Alberta, Canada, particularly Australia and New Zealand, or someone else?"
7UWRNh-Lh50,"all right, here's some crazy facts about bacon. number one: bacon is one of the world's oldest cured meat. they've been having bacon cured since 1500 Years BC back in China."
1iMgE4k2w1w,"okay, what are some of the potential negative side effects of statin drugs? well, one, they can certainly lower certain essential nutrients within the body. they can decrease sex hormones, they can increase your chance of getting diabetes, they can increase your risk for developing shingles, potentially worsen brain function that can elevate your liver enzymes and it can increase your risk of getting tendinopathy."
DI4IdP_VkH0,"all right, guys, what do we got in the grill today? we got some. let's see if we can get in there and see in here in the Ottawa Grill we got a couple, uh, beef flap steaks."
KlD76F6dnrg,"it's interesting: in the United States in the last 30 years we've had a dramatic increase in the Obesity. I'm here in the UK, I'm glad to see you're not where we are at the United States yet. are you still about noticeable?"
SEWL96T7R_U,we're seeing this big push towards plant-based. we're ultimately going to see with that is a drive to more and more processed food. this is why we see people that go on a whole food plant-based diet.
dURUeawtm3w,I spent a year as a vegan. I trained for an Iron Man competition as a vegan and I went through the whole thing. so I've been there.
_jvk-cLNKK8,"you know you mentioned cravings and and going off the rails. do you find, I guess, better willpower? I guess, for whatever- for lack of a better word- by changing the way you eat."
ylDx4c7kMqs,"okay. we're often asked about how we can do a carnivore diet and not spend a ton of money. you know, honestly, most people say when they do carnivore diet it's actually cheaper, or or they're equal to what they normally spend when you get rid of all the fresh fruits and vegetables that go bad and all the supplements and all the other processed garbage."
tMF__twXRds,"that a lot of people like to ask about supplement requirements on a carnivore diet. honestly, I don't think you really need anything. quite honestly, I the only thing I consume on a regular basis are electrolytes, and the reason I do this because I'm I exercise a heck a lot."
M_7S3zpapxw,"your big guy, big football player, guy down, but down 100 pounds. what do you eat on a database, day-to-day basis? what does that look like for you?"
kaG0VrENL48,"okay, I'm often asked about: should I consume grass finish beef or grain finished beef on a carnivore diet? well, what I will say is that until proven otherwise- and I haven't seen the evidence that there is a big difference in outcomes- I would say: consume either. now there's clearly some nutritional differences between the two."
SrwX3EByGc0,"these seven food additives are potentially ruining your health: castorium, polysorbate 80, silicon dioxide, xanthan gum, guar gum, cellulose and citric acid. if you want to learn how, learn why these are doing that, come check out the YouTube channel."
8zr_aU35Jjs,"okay, should you have coffee on a carnivore diet? well, let's listen to some of the pros and cons. we're going to start with the pros here, so four pros of coffee."
o61muE4Il54,"okay. do you necessarily go ketogenic when you're on a carnivore diet? well, the answer that is no, not necessarily."
58dk72cFxG8,"okay, Carnival rules for a type 1 diabetic. we do see a lot of people having success with type 1 diabetes on a carnivore diet. I think one of the important things to realize is: very likely you're going to have to reduce your insulin levels."
jdXbq06AYH8,"okay, should you have coffee on a card over that? let's talk about some of the cons. okay, so coffee beans have lectins which are being problematic for our guts."
8kJy2nQxRPA,"okay, here's six ingredients in Lucky Charms that are trying to kill you. number one: sugar, sugar. too much of that stuff."
oqFFdex-x6c,"you want to know seven ways you can improve your poop. first of all, hydrate move. avoid highly processed foods, eat the right amount of fats, eat enough calories from Whole Foods, avoid too much fiber and get enough sleep."
ClLX8yyzn-E,let's talk about some interesting facts- or some crazy facts- about citric acid. so citric acid is industrial produces made from black mold. black mold feeds on the sugar to create citric acid as a result of fermentation.
4lHidz5wUUY,"here are seven major dangers of eating a processed sugar: no more. increased risk of type 2 diabetes, weight gain, increased risk of heart disease, tooth decay, increased risk of cancer, increased risk of fatty liver disease and impaired brain function. you want to learn out more about how sugar is harmful for you?"
CNGxWYGoXE8,"okay, what color is your poop and what does it mean? well, first of all, if it's brown most of the time, that's pretty normal. green stools could indicate that you are having problems with digestion, moving too quickly, you're not properly breaking down bile or you're just consuming too much green stuff."
tlpJgGMzccM,"there are five groups of people that potentially need more salt: people that are extremely active and sweat a lot. people on a low carb diet. pregnant women, because they have to have expanded levels of circulating fluid to nourish their growing baby."
AjfJlTUv6V4,"let's say you are trying to eliminate or limit the sugar that is in your diet. let's compare two similar items- cheesecake versus cheese- and let's compare what they have in them as far as sugar content. so a typical piece of cheesecake might have up to 23 grams of sugar, where a piece of cheese will have less than one gram of actual sugar in it."
OBqmcKWzFbg,"if you go on a meat-based Elimination Diet, a low carb diet, you may need to increase your salt intake. the reason for this is that when we lower our overall glucose intake, we lower our insulin levels. our insulin being lower will then cause the kidneys to retain less fluid, less salt, and, for a period of time, you may need to up your salts."
VVaqZ6SWNjE,"there's, intermittent fasting damage our metabolism? well, most likely not intermittent fasting is fasting. have been shown to lower insulin levels, lower blood sugar, increased human growth hormone secretion, lowering oxidative stress and in some states have been shown to actually increase metabolic rate by three to eight percent."
mqYtA_WC9l0,"why does salt Keep Us Alive? well, it manages our blood pressure, it helps us to contract our muscles, it regulates our fluid, keeps our heart pumping and enters our circulation. it lowers stress hormones and it regulates the electrical current through your body to produce energy."
y2xeuqoLM1c,"our seven benefits of intermittent fasting. it can potentially help adjust your metabolic rate, can lower your blood sugar and insulin levels. it can certainly reduce oxidative stress, may help to clear out cellular debris and have a positive impact on your hormones."
kN1zWWaAm80,"all right, three quick reasons why you might want to avoid grain number one: they are loaded with phytates, which can leech nutrients from your body, their social electins, which can lead to damage to your digestive tract, and also they contain oxalates which, when crystallized, can cause a number of problems, including things like kidney stones. you can lower your chances of all these things happening by removing grains from the diet."
c3FAHHRKqnw,"so has some reason why you might want to avoid seed oils. for one, they can be inflammatory. certain studies suggest so can lead to autoimmune flares for many sensitive people can, some studies suggest, lead to potential damage certain organs: heart, liver, kidney and other organs."
t73_BOmrBZQ,"all right, some of you guys may have seen, uh, vegan deli meat. you know one pretending to be, uh, vegan turkey. let's take a look."
HktoKa-PYy0,"all right food attitudes, let's talk about ones you might want to consider avoiding. so they include things like carrot Gene and DPA, BHA, artificial colors, sodium, phosphate, potentially nitrates and nitrites, MSG, dextrose. these all can potentially affect our digestion negatively, damaged metabolical health and, over time, lead to chronic disease."
dkPmhMJC04w,"did you know there are a number of ingredients that are allowed in American foods which are completely banned in most European nations? some of them include things like dyes- blue number one and two. green three, red number three and 40, yellow number five and six."
59JpGIKweDE,"all right, for a reason why you may consider avoiding sugar number one. sugar can dysregulate your hunger or satiety hormones, feeds sugar addiction, it can cause insulin and cortisol spikes and it can also, particularly in excessive quantities, lead to metabolic damage. so you can lower your chance of anything that's happening simply by removing added sugars from the diet."
x8iYz-wqE88,"after false. scurvy can only be prevented and cured with access to fresh fruits and vegetables and the vitamin C contained therein. okay, so that is false."
eugE_IK4IMU,"or what's something you might be able to do to decrease your chance of heart disease. well, if it comes to decreasing the amount of reactive or oxidizable oils in the body, than replacing oils that are easily oxidized with more stable oils like saturated fats may be a good idea. so maybe trading out some of the seed oils for saturated fats, like the fat from beef, bison, lamb, might be quite a good thing to do to prevent heart disease long-term."
lq89M9H_-bI,"how do we know if me were about to eat, is there's something wrong that we don't want to eat it? well, you know, you can see meat that's been in the fridge for a while, like it's had sort of brown coloration to it a lot of times. that's fine, that's just oxidation that occurs."
zrw30zK21q0,"well, let's say you're at a pizza place and you're in a on a meat-based, carnivore, low-carb Elimination Diet and you're like: what the heck am I going to do there? well, one thing that many pizza places actually do have obviously meat heavy- uh, pieces pizzas rather- but they often will accommodate you by providing a crust made out of cheese. often that's possible."
7vF0Ly35BS0,"let's say you are trying to eliminate or limit the sugar that is in your diet. let's compare two similar items- cheesecake versus cheese- and let's compare what they have in them as far as sugar content. so a typical piece of cheesecake might have up to 23 grams of sugar, where a piece of cheese will have less than one gram of actual sugar in it."
OUzPUsw_Zb8,"all right, let's talk about a couple rules for when you're going out to eat that might help you have success with a Elimination Diet. first of all, set the foundation meal around protein fat. obviously, meat is going to be the center, if not the entirety, of your meal."
AhsO9pI0JB0,"all right, let's say you want to go, come over and you're worried about where am I going to get my vitamin C from? well, there are a number of animal-based sources of fresh vitamin C. these include oysters, shrimp, crab, Lobster, mussels, clams, any type of liver, caviar and any fresh meat as Vitamin C in at least some quantity. so there you go."
3QGPkvZf1Bs,"our seed oil is damaging your arteries and leading to heart disease. well, certainly there is some evidence that could lead to oxidative damage. there are plant cholesterols, such as things like campestral, which is very similar."
dASJ78iLJ0Y,"true or false? a meat-based diet is very complicated to follow and the cooking is very, very difficult. this is false."
zw5Rns-XtuU,"case you don't know what. they sneak a lot of sugar into products and they use a bunch of different names. they're very sneaky about it, so let's learn some of the names for sugar."
GLaG_xBeAZg,"now you want to prevent heart attacks, avoid diabetes, hypertension, chronic inflammation. a lot of things will cause rapid fluctuations in blood glucose and oxidative stress. these things can damage the arterial wall, which then leads to the beginning of the atherosclerotic heart disease."
SXTWk8Q23nw,let's say you are on a animal-based Elimination Diet or meat-based on our carnivore diet. you go out to eat. you're wondering what the heck can I order on the menu.
YVTGnYWsLiw,"let's say you want to get rid of some sugars from your diet to include natural sugars. a lot of things you should remove, and these things are particularly sweet. things like apples, pears, oranges, tangerines, clementines, grapefruit, mangoes, bananas, plantains, grapes, watermelon, cantaloupe, honeydew, plums, apricots, peaches, nectarines, pineapples, papaya, durian, lychee, fruit dates dry to freeze dries fruits, any fruit juices, of course, and then natural sweeteners like maple syrup, molasses, honey, date paste and coconut sugar."
TufzpkMCADQ,"let's talk about legumes and what legumes you should avoid when being on a meat-based diet. interesting, in French, the word Lagoon means vegetable for some reason. I'm not sure why that is, but anyway, black beans, broad beans, butter beans, chickpeas, kidney beans, lentils, lima beans, green beans, peanuts, pinto beans, soybeans and any Franken product that's made with these things."
E0knPzkA8Us,"are you made a decision to go on a Elimination Diet. you got all this food in the pantry and you're struggling. what am I going to do with it if I, if I throw it out or give it away, am I going to lose all this money?"
5NkXCckG13s,"hey folks, let's take a look at this. this should be fun. so let's compare what's more nutritious: a whole wheat grain-based bread product or plain old ground beef?"
rMtCbsAymzE,"let's talk a little bit about dining at home versus eating out and some of the major differences there. and so when you go out to eat, you often will see that a lot of ingredients are added surreptitiously to your meals that you don't even know that are in there. but we'll use an egregious example here."
-jbko3VXbKw,"okay, folks did. you know they they put grain and a lot of stuff and you don't even know it may not realize that it's a company very, very good at sneaking grains in there, mostly because they're cheap and they can be very problematic for a lot of people, particularly if they have sensitivities to them. it can lead to a lot of gut issues and inflammatory issues."
v0MLdro4m4U,"all right, can you out extra as a bad diet? well, in part depends on what kind of exercise you're doing, how bad your diet is. but in general, one of the limitations to that: as we get more efficient with exercise, in general our body adapts to it and the impact it might have early on going to have a lesser impact over time."
n4yM8IjgMo0,"probably don't need to be snacking all that much. A lot of people, particularly people that have metabolic issues- either metabolic syndrome, pre-diabetes or diabetes- snacking can actually be counterproductive. it can lead to significant elevations in blood glucose or blood glucose instability, which can be problematic and can lead to things like cardiovascular disease."
UOa5I0__EfM,"can you intuitively eat things like Ultra processed food? well, the short answer is probably not. high processed foods mess with your hunger and your fullness hormones."
tfQBVcBnfHI,"okay, true or false, all condiments are made with these high processed industrial seed oils. well, the answer to that is actually false. there are some Brands out there where they avoid those things."
qcAjdJ9ViAE,"let's take a moment to talk a little bit about anti-nutrients that may be found in legumes. well, certain amines, such as histamines and tyramines, can certainly act that way. lectins, oxalates, phytites, sulfites and thiols are all into nutrients."
BBMh_igQ6Qo,"all right, folks, what's the number one thing that people do that are successful on a low carb, meat based or carnivore diet? the number one thing they do is just have fun with it. you know, find recipes that you enjoy."
