Video ID,Transcript
LrcuiAKQlQ4,two life-changing bacon hacks you need 
QnVZ_mStF_I,all right sweetie we won't be eating for 
73VNivdIpfQ,oh man Heather took so much less food 
l1n4zGy8ttA,foreign have you lost some weight nope you're 
fjjRAGK0wJ0,it's okay if you prefer to eat whole 
U-UYkl_V6Bk,oh my gosh stop don't even know what 
xypVakDwq5I,okay bread eggs oh eggs like whole eggs 
A7CMYB7H7XA,it feels so gross I ate like crap this 
6GblDaIANGA,[Music] sometimes 
6R8ULeFu4Nw,all right does anyone want any more food 
hEruAgRUCLk,time for breakfast 
2PT78iXtods,Rachel looks so thin in that dress I 
1mua5xmBZv4,foreign I brought my famous crustless egg white 
ZlAO6NSq-xg,gotta blame it on my juice baby 
FTuTetgyTfg,here you go sweetie 
ZeLcbyBrLcE,hey fit fam today I'm going to show you 
yUQRl-uXjH4,just because you ordered dressing on the 
xwKdlyI-DbQ,oh sweetie don't eat this it's full of 
ijVxuEU-bPE,you're drinking orange juice what is 
xNk23WwfBnU,monkey you got chocolate milk all they 
JtCjUWz2mW8,hey did you know you can eat this whole 
mcKuZiD5rQM,okay why'd you have to bring that up 
bMALsMpG6I8,fruit has too much sugar should you 
0sZxcykqoic,didn't you have toast for breakfast yeah 
Kyu2HW4GQkY,do you need to lose weight or do you 
GDKDdd2vEGU,hate my body maybe I'll try those Slim 
rp4SB8CNZRw,oh I think I broke another hip 
2-_wFWqzIu4,again oh I'm gonna get the cookies Hells 
gvUwQ7o7Tec,she must be so healthy look how thin she 
KUrBFb_zz-g,the non-night space had just gone too 
XIm2Pa-DOyc,oh your mom gave you a Lunchable oh 
cNQr80-FylY,you don't need to fear of processed 
MQ9YWKtBoGM,hey healthy Hustlers today I'm going to 
oHXx5m5sEQk,oh man I'm eating so much more than 
63uB5agcWVQ,Agnes won't you be a deer and pass me 
1RnFg9wWlKg,oh I literally can't eat anything 
zKBUWDVluQs,foreign [Music] 
SdU9s1vPtGo,I really shouldn't be eating these 
y71K94hH_pU,I just don't get how people don't start 
Btw7ongBzo8,love pasta it's my favorite thing to eat 
DrlpdTZ7yN8,so the issue with social media is that 
IWTav04aA8Y,oh [Applause] 
JXVrm_2OYXM,[Music] foreign [Music] 
OQl5LDy3qdQ,do you know how long it takes to burn 
C1O-F3Ucc0M,have you tried the trending peanut 
P81QfJ6XwGA,I should not be eating two slices of 
2u61yJJD3AM,hi hi hi would you like some Girl Scout 
VVYMtuv2AIc,let's see here excuse me young man do 
mc6wKIb2Kws,okay why'd you have to bring that up 
g9JACILmKc4,here are some no food rule snack ideas 
qrSxlUNuYeA,I eat so healthy my friends call me the 
PnCstYnCzSk,hey did you see Tina gained some weight 
n9RZXj950YM,cauliflower really can be anything 
-drUIJ7EqNw,hmm this is unreal let's make a white 
Hk8NjstFNBc,hello sweetie it's so good to see you I 
jhrIkvJ4_54,it feels so gross I ate like crap this 
JhnfawQ07ow,three ingredient guilt-free chocolate 
Q9VDAB-rPz0,hey did you know you can eat this whole 
27A0r1sHT30,foreign hello eggs aren't even good for you like 
txdL8oKbTw0,here you might as well just be eating 
22-9AlCIhSI,it's about damn time turn up the music 
SpzCT0lba6M,think I need another snack but that 
QOfyOZTTlsI,didn't you have toast for breakfast yeah 
mcv6bwtcstM,shut up it is not yes it is no it's not 
KtyrQgKQELk,hey babe I'm gonna have some ice cream 
Bc7iQsg7vgQ,think I need another snack but that 
c7gqT7YXbGE,I've never told anyone this before but 
Nc4polAqCkw,have you heard of Cato the first one 
sjCGKYBXWjA,if you can't control yourself around the 
_OJc6ot5t4A,I'm only going to eat Whole Foods from 
iUw68tci-W8,let me tell you why dieting doesn't work 
p1ZH0ZYfqEw,Carol is so lucky she doesn't take after 
bwhBHcbeqRg,foreign [Music] 
yPL2sb1Rqa0,I think they forgot to make the cookies 
udtZv1g_6Co,during the holidays one of my favorite 
i4we9ljlI3Y,oh this one Cookie's gonna make me gain 
1OG_rfyRxYU,a little of this 
4eMIHrYYoQg,[Music] do do do 
mXw3j0-3D8U,hi it's so good to see you I've 
SM8pKxFz4D0,together [Music] 
QQVILEiKUMc,hey fit fam today I'm going to show you 
t9Lf8Z-gX-A,back when I was your age I was so small 
K2OkP048oig,gosh is it lunchtime already I didn't 
EXtNuPFtruM,hey fit fam today I'm going to give you 
e-DvZNktn5M,nothing I was stupid I was foolished 
GIs3H3V2L8k,foreign [Music] taking off yeah I gotta run wait 
ozr4L7vjSSw,stop what were you really gonna eat that 
DvpPj7kHetw,shouldn't you be using cauliflower rice 
D-LaZ9J9DfU,I better be careful not to add too much 
7EHV9x36Rss,I really wasn't sure how this is going 
H3Kjnr5D_7I,eight meals bigger than your head 
RkqXJT2yUjQ,the perfect on the go lunch that's got a 
bwQfqRoz87o,watch out for this diet culture 
LmilFRKPEC4,what's that smell oh it's my apple cider 
zeIi0W5j3OI,I love chocolate covered strawberries 
fRXvHgHyaNc,I can't decide which one I love most so 
2D5E9kXaOaw,oh but I kind of diet again huh good for 
vHwqq58satU,um it's like 7 a.m isn't it a little 
Skp0wz80gVc,are we having a cheat day i'll go get my 
ljkNA3oph-E,fruit has too much sugar should you 
1PbrACzn_OY,um i officially call this meeting to a 
uWBfiPSmU3s,shouldn't you be using cauliflower rice 
iaFx9PzCSr0,hello i brought chocolate chip cookies 
eEwNpNPO6is,here's a full day of eating with no food 
9IgCWFsZyPs,i don't know what's going on and i 
-JfqQy6bqs8,[Music] one two three oh you were counting how many you had 
3_TyIrFO5CA,doesn't that just like uh defeat the 
PlFkuV7zdSQ,you really going to eat that 
MXvBcMZuHVo,I have a really easy dinner that takes 
L0NnUpzuNHg,you need a super simple dinner well then 
4pL-pAyOk3M,someone sent me a video of a Caesar 
OTJHSGx4EMk,why the heck are you not adding this 
rVfupozZ0Y8,back to nap snacks when I make a snack 
frI1NacVUfI,which one of you mother truckers were 
eFBJgUJ69Qw,do you need a super simple dinner well 
PKPK2Mwy2Sg,I was influenced once again let's make 
sHcIGudeqJs,do you want to know the definition of 
t9OUauT5KAk,here's how I'm going to add some 
Pw9506SC5Ek,I got these gorgeous locally grown 
L5GaCGDUNuU,it is Saturday so you know what that 
K3OJlmRXzYw,get a pan over medium high heat add some 
UZnWrcwYjCk,do you need a super simple dinner well 
DJKIqcUW5-I,here's some things I would tell my 
zN301OIcPws,here's everything I bought at Aldi as a 
O3DJERVl6mI,okay I don't know if anybody's told you 
L1BYKBV3P4U,let's make a high protein breakfast that 
GukbUWCV3sk,do the dishes with me while I tell you 
7dhLsPniusk,yogurt I like chocolate but I want it in 
4fPLFO53Bj4,let's make my favorite dinner for when I 
0LmiMq20498,get in loser we're making a high fiber 
bpQjCby4xUc,let your kid believe in Santa Claus 
q18BhJm9eWM,Rosemary Parmesan bread that you can 
YG4CkzAnCMc,welcome to nap snacks when I make a 
VxVnF5erxaU,do you need a super simple dinner well 
xqr6DG9znGQ,apparently there is this new viral 
e6OSTc0uL4I,you need a super simple dinner well then 
CKy-ERBHdSY,do you need a super simple dinner well 
CYbZlg3nDkg,I'm a snacky person so I want to 
zUmU8m9JlDU,welcome to nap snacks when I make a 
iENmyVatSys,hi I'm a dietitian and here are some 
V5-OQEI0gRE,here the best detox secret when you've 
_i_XISPgEyc,do you need a super simple dinner well 
SJ99jiwKpcE,I am so behind on this viral chopped 
3uD1iWqAbQU,do you need a super simple dinner well 
lxz29xW7Cq8,hi I'm a dietitian but not like a 
YmjaYFG9pyg,welcome to nap snacks when to make a 
M0aKy01QJoA,do you need a super spple dinner I 
sLt9aWfMyxY,welcome to knapsacks I'm gonna make a 
uHvFjzxNJTo,welcome to Netflix want to make a snack 
QVg2JukjXVk,it is officially September so now we can 
Zgjalp0w78c,you need a super simple dinner well then 
1LP6VWx_UPw,did you know you can make eggs in the 
yWen-RwbirU,Pokemon apps next you want to make a 
xSObbn_sGuM,no secret that I'm super basic and I 
6XTRNOqaG1w,has your doctor or dietitian never told 
GA-JW6j2nRU,you need a super simple dinner well then 
jdIz9BCCgwo,here's a friendly reminder from a 
fYzJ_UhDmGc,welcome to napstocks when I make a snack 
wPqNxv4r6zY,my family and I are going to Disneyland 
OqZu8-xD1SY,do you need a high protein breakfast 
OwG9x7W7Amc,do you need a super simple dinner well 
IeePcTUuBJQ,welcome to knapsacks want to make a 
E0dEouzb31U,are you like me and you absolutely hate 
tvmdVX8AvsA,it's officially August so you know what 
5m08ktMLinY,welcome to nap snacks when I make a 
rnPJaxl_7mA,if you're like me you use your herbs for 
SkzR5IOnP5k,look at this pizza muffin but what if I 
xjgDjx1HR3Y,hi I'm a dietitian and here are some 
05J3vTYNqCw,I was influenced once again let's make 
6ylpuDg5u1c,do you need a super simple dinner then 
OdrcqPh-O-I,welcome to nap snacks want to make a 
So2IP_Uc5OA,okay I've been feeling very Come on 
7UZpN5t5Czc,do you need a super simple dinner well 
q_iQygCzNzM,do you need a super simple dinner well 
lJz3n8POkOw,okay I know a lot of us tried the viral 
tJK3qfAobjI,do you need a super simple dinner well 
5dA8VEJzvy0,today my 18 month old came up to me and 
5Hfq_GXHxV4,here's how this registered dietitian 
FdCe1wl278M,I went to Costco for the first time 
xhu22gCRnqY,I don't know who needs to hear this but 
m3aj2HDwt18,here's some nutrition facts from a 
T036RTC-2JA,welcome to knapsacks want to make a 
e3IrTjm9OtM,I had at least 20 people send me the 
QnsqHRx6xT8,welcome to nap snacks when I make a 
YMsFqWbo5l4,why the heck are you not adding this to 
hMxm_L3AvMQ,help me make my husband's high protein 
waiQjLsFlao,why the heck are you not adding this 
CYp5UJ-IG64,do you need a super simple dinner then 
YkgWTqkJjQM,welcome back to nav snacks when I make a 
QLmgWb58_sg,welcome back to nap snacks when I make a 
KG_zUqLor2Y,do you need a super simple dinner well 
n0XCIXzN-hg,you need a super simple dinner well then 
eATo6-meFWg,welcome back to now snacks when I make a 
GOO7bO3APjw,welcome to knap snacks where I make a 
vxnlXN8n7iI,let's make a super simple nutritious 
U_6Q8BoxA-0,welcome to nap snacks where I make a 
UbCwxoxzDgo,do you need a super simple dinner and I 
yqvTZ5B8uCU,do you need a super simple dinner then 
yDd_wwnF2W0,it has been a Monday my friends but we 
IT_jn20ekoQ,it's meal prep and make dinner by making 
bewWRzI0zKk,help me cook my husband's milk product 
XhJK0JK6YN0,about to do something that's going to 
8Tg9rGTlFAI,do you need a super simple dinner and I 
SXdGMsBPBdM,do you need a super simple dinner then 
xwiFg3vtPJk,do you need a super simple dinner let's 
IVR9rqOqRHM,some oil over medium heat once warm add 
Mc7iBVPQxPY,I'm a snacky person so I want to 
ePz-pUhpYcU,let's make a super simple Reese's 
23dNfliF5ts,let's make a super simple chickpea 
VL0xdJ3VimE,here's my impression of the comment 
guewD300_9s,do you need a super simple dinner well 
bw1UlZvq900,you need a super simple dinner then 
VfwPBazxkGE,you need a super simple dinner well then 
XyeZuYY2kPY,do you need a super simple dinner well 
klD1wyBq2n4,do you need a super simple dinner well 
wvDoKBiEFYU,you need a super simple dinner then 
h1HN1mUtlBE,here's what your favorite foods say 
0pCBZYrGWqY,hear my thoughts on nutrition Trends and 
wkvxzcQEXoE,do you need a super simple thinner and I 
9r3uCzlBHIg,I'm a dietitian and a mom who does baby 
EaOrwg8zwSk,man i think i maybe need to lose some 
zqdxQWTdIM4,I'm going to show you the absolute best 
aYV9EWaiz_Y,I'm going to give you three tips to help 
G4guVvCYAEA,the absolute number one most 
u0-U3-f4VHM,you know if you went to your kitchen 
llDg68l626M,all right we're at our favorite 
OahN4mwd6C4,now think about what breathing problems 
VghsZO9QO_M,so right now in your kitchen in your 
9tHeg6Iq1kk,there's this carb that is way more 
AD2sPmVxcwU,zinc is involved in so many different 
IjQJkjrXCC4,I think you already know that stress can 
L59jXhtPvNM,all right today we're going to talk 
A2x33zFsTLA,my terrible painful heartburn was the 
afWHeLiejPY,to lose your belly fat there are three 
ntQ5IbULu7U,if you have any inflammation on the 
W_8nrFXzw_4,if you are deficient in calcium you may 
pY1fV-P1YnI,you know I talk a lot about vitamin D 
6nnp1YJF1OA,all right so today we're at one of my 
DavA5kfaqaU,you know so many people have blood sugar 
nqpMzWGPxHo,if you can't sleep right you're getting 
o_SS8cGGFbI,so you have the spine you have all these 
yUNWFEiJb6I,all right rabbit D today and we want to 
z4Lx1x6mNVc,what does acid reflex or silent reflex 
D318YEnHPeg,so I recently did a video on how to get 
lCHoCeUdoII,what does acid reflex or silent reflex 
FJj5mY2KS2M,so I have a question for you when you're 
vSMmAjFCP4w,I'd like to talk about vitamin D and 
f54Fr1Nidaw,want to show you how to make the 
U1dEuvAFTNU,When you sweat uh it's really salty and 
seoNCxlrmM0,I want to discuss the top mistakes that 
Nrl_X5wE0uw,I want to discuss the top mistakes that 
vDa8341QhNw,so I wanted to respond to an article um 
Hz6EBeJP3vI,there's even a condition called e a 
RW7STOpaRvg,you know the other day I was shopping at 
6jSpyG0rRT0,so I have a question for you if you can 
QifjPgYfIiE,takes is just a little bit of exercise 
aT0rBaHMRns,did you realize that 71 to 83% of all 
iwsdIX0_qK4,now you may just end up quitting sugar 
oEvhzW_lbTM,so there was a quite large study there 
fbIz1ozqRYQ,[Music] 
Y8XQNFyMe8M,what is the number one best 
KD2zUbWrkAM,all right another Factor that's very 
wi6SHudf2PY,there's other things that cause a 
32K_bo7E66M,foods that create the most inflammation 
Kfn7YpAlmPs,now I hate to break this to you but that 
Ba6QLhycpy8,[Music] 
_achdhdxIH0,developing more Fitness also improves 
gO0mUN3MAoM,if you wanted an amazing drink to drop 
3BbcD0fjfno,so I'm really excited to speak at the 
9vBO3ejBoMA,my fair share of bumpy roads and heavy 
Ika6xrj1L40,really got to be careful of these grains 
8JySMhsH72M,does drinking water actually hydrate you 
xsvsonsP3BU,ketogenic diet can absolutely kill you 
EmGwQA2C1UM,one of the most important nutrients for 
JeaF9HtuVxA,now the second point about probotics is 
QEzFBI-Z7qY,so there's a certain amount of sugar 
z-atfvHSsqk,there are many uh non-pathological 
g3zWxCcBeOY,if you want to know the most poisonous 
2PaIdKUPDkI,hey just want to let you know that I'm 
Qk_bJoj8f-E,really interesting thing about a 
rs6Ztq7YrpE,now if you want to get more energy you 
B1D7bjFMPC4,people that have a slow metabolism 
1RRwbp9YMLA,did you realize that the average person 
5EnsvmwexjY,now vitamin A is very very important in 
cydV-nZEyk4,I'd like to talk about the amazing 
Bz3DLaEF-ec,so I started looking at Copper in 
xyNjoCrJW54,the pH in your stomach should be between 
lbdYjujrBTA,to remove fat from your liver just drink 
nTXr3WH033Y,next topic is about carbohydrates if you 
vH0rhTPEShI,sometimes people when they get on the 
tbAmKJecACA,you know slightly older people that were 
PF1siw7tXeY,so these microbes from kefir actually go 
HR2ogA32znQ,now as you see when you buy biotin 
4UFJDlYNraw,insulin is really necessary it's a 
R34IcLIgaaA,now I've been experimenting with this 
qhv0_0n6zHw,so you probably heard of this 
qqIAnbIL2J4,the beneficial bacteria and yeast in 
hKXNgZe6AHY,to help you lower your blood pressure I 
iD4MYygfrvE,what OIC does to the body is it 
FK6etkdOgm8,so these people that are cutting out red 
LNguvTPcPMs,when you're in a room when the windows 
YNVUc65A1sQ,you know there's some interesting root 
b-0oVmjfiEU,there are several very important 
jt1oERGNgzU,there's a condition called air hunger 
TeEO1ng3iuA,so realize when you eat sugar you're 
0rNBpyk_qmw,now if you're not consuming apple cider 
m-lAMiyRr9w,now listen when you're trying to lose 
W04hrjwuz_U,trying to figure out how to State this 
GsGEckgi0S0,now there are several ways to get 
M73Bm3tBteU,is this true or false 
-L1FScy3Jtg,now sulforaphane is a very powerful 
Deihn1FxlAk,did you realize that soda can actually 
_hTrFvFCnrg,did you realize that virtually all the 
Cc7xoNMaE4E,i want to just talk about hpv human 
7RpuR_GBn-g,i had a question recently from someone 
9H8RY8umqnI,now take a while to guess what part of 
hTUDMmCEYnU,so i have a question why do you think 
Ldy8Z93qp7s,i did a video on this amazing exercise 
rTyyc1oh1uc,all right so here's a question someone 
LoFYyyFut74,you know i had a question from someone 
IkzEtWNfOiQ,i want to tell you why europeans have 
CXFKvgJI0PI,[Music] 
aWvqtgi65q0,can you guess what the biggest 
LgpAB9SCGjA,i have a question out of all the foods 
Fv4yH_Z4VbU,the most common reason for pain or 
LZ-WdsRDdAc,i have a quiz for you what has more 
2R4Ua1iMudk,milk thistle 
0PINKb0MyAU,so here's a quiz question for today what 
t_F7L81aoBw,all right i have another quiz for you 
vrx6Khc8x4M,all right here's another quiz for you 
DY9v2WhzIKU,all right what's the best exercise to 
amLI98Dv5V4,now if fructose is so low on the 
nWzU4Kp1DWE,okay so you have two major types of 
6FK-k05NSrA,all right this is kind of a disgusting 
VmAy2MWx2GA,I want to mention how to get rid of knee 
MhKiKALF32k,all right this is an easy quiz question 
oMmoRCQP7kI,all right so i want to answer the 
10px_5GVJ_U,should i eat before bed eating before 
BJFqw7OR3Xw,now if you have 
Ays2lOShuPA,so why is it that some people get herpes 
uOF9ZJ-wG24,i want to talk a little bit about dhea 
Cp87NtH2av0,all right so i have a quiz question what 
2KijtQnDZBk,one of the biggest concerns people have 
L0YMGcoXAKA,most people have this idea that the best 
ehzVVUNPKH8,did you know what the number one cause 
vjfVHloosgU,you know there's a really interesting 
DCVx5GQb4gE,so ultra processed foods are not really 
cHqWvJmRzI8,now as you know when you buy extra 
Wrv6erc3D7s,selenium very very important in your 
CghlQS3lQNw,so the question is what's easier to 
qB5lj50JdqM,you know it takes about 20 minutes to 
KBYWmjWWvUk,now when we're talking about insulin 
9V-u3u5_FNA,we're gonna talk about the seventh 
sIieJXTOwck,do you realize how many people have a 
haQXLosWycE,now what's interesting about your brain 
-peCRup97JE,hey guys we're here in our front yard 
WtIY5CgsxWk,tips on sticking to it how do i stick to 
6VyjekMgRHg,i want to explain why some of your 
8YHjSVgKRvc,it's about calories am i consuming 
EYgGGVAw2X8,if you're thinking about doing 
oYjoWw8v6IA,so if i were to recommend the absolute 
SjR9Optt6go,i wanted to explain 
fu23xjCjZoE,so i wanted to talk about your 
6pNmqoeWIYY,how could eating fat actually help you 
F_8XG8gobmU,okay so there's this hormone called 
4OrHVoEOX1E,hey guys i'm back again i want to talk 
_VMXFURJmEk,today i want to talk about 
0CoEQ0ROLTI,today we're going to talk about your 
xLKktlt_fr4,hi guys i have another tip for you so i 
QxLmfudz49k,i have another tip and this is on how to 
uLZHw0R70Ao,i wanted to answer a question someone 
EuDiudgfE10,hey you ever go to the mall and see 
8KjfuMwnK5w,so people want to know why i don't 
7auE8KFkDxk,hey guys i want to talk about a fatty 
nLtCTc9-x1M,so someone asked me what was my biggest 
-j-r_mS2wY8,okay so if you decide to do intermittent 
Slsnu0pEcmA,hey guys i'm back i just wanted to 
_u_qNmNNuBQ,hey guys here's the thing the number one 
vOpofY2qeYs,hey guys all right i have another tip 
M3P9rc_1hak,hey guys i have another tip for you on 
uCWtbSok8QQ,hey guys i'm at a wrestling match right 
i0kmerCZk54,hey guys i know i talked about 
49kS_26uvS0,hey guys i wanted to do a little video 
HNm-kBPv0kc,so let's talk about the perfect ratio 
nkW_e9RUuAc,all right we have man against hill   
s_4WpjqHePU,hey guys I just wanted to tell you I 
EXTsN9sBZVg,I'm waiting waiting waiting on your call to 
9_6t6Dxqhaw,all right St out with some uh Pull-Ups 
_IhW4ODArwA,I want you I need you oh God 
QbFK_eWMgSw,I want you I need you oh God 
iQCzOEkL8IQ,hey folks uh May 31st through June 2nd 
DlSVUpvmuh4,did you know that there is a 2020 
Hdp5Iap6F9E,did you know that a study looking at 175 
BQi5wh7-30I,so a compound known as carnosine is 
78qhku8gPTk,a 2018 study out of Stanford showed that 
eR21yeVnMFw,I'd like to start my day off with some 
fJbQg-pTdvE,all right I'm back on the rowing machine 
1YoXIKeEvlI,there's no meat no no no meat just a 
IlBMhng1eMM,what happens when you eat a bunch of 
SwVwHgiCRKQ,are you hungry do you want to feel full 
JYBFa9A76a0,Sprout Sprout Sprout Sprout what's my 
WfvS0lfUe0Y,to my new series where I give up eating 
l-3cPxacUgY,the All Star need no music the All Star 
tyXZdFEouho,Bill Gates claims that cattle produce 
y4RKkgopQIs,there's no meat no no no meat just a 
CcEhgiG8_VQ,some of the things that we're doing is 
H5oxUYzBnTs,so what happens if you combine the power 
OmRNAicd9mY,so let me get this straight I'm supposed 
duHeIluSza4,so anyway I was just walking around up 
itS_Elw0gd0,all right this has been a long-term 
_uuFxZpjnAU,I'd like to start my day off with some 
a4Rdxoxqwf8,hey guys let's take a moment to talk 
PETwZVxH1GU,all right as many of you guys know the 
9aHcFUjuLgE,hey folks dementia has been in the news 
kbnA4lKuPvE,[Music] 
ldrYZxSmD0w,steak cake I cannot believe that came 
jAbfRS82-cU,vegan for 14 years and I would not say I 
pLYS9uMS6Fs,how long have you been a vegetarian 
75NxPChdRpw,why is the vegan Community getting 
-pL9abJGxn8,[Music] now let me see 
8Nc6E3rru2Y,hey folks do you or a loved one that you 
iU_fDXY2Wto,go y don't like the Dance come on do the 
UjZMv1CeG3k,[Music] 
aK9sqSx3LIY,hey folks it's Dr Sean Baker hey join me 
VlekzhBTPIU,1 lb loaded up on this Kabuki strength 
qnCQe7bNM_Q,all right 215 lbs on the bar that's a 
fVoplWgtnK4,all right folks conventional wisdom says 
G2T9bY0Ankg,eating habits I've been doing really 
lO51fgsV2nA,VI I was fall 
1yJ3XUQaDx8,the problem is bureaucracy and big 
QoLTdGg6N3U,I mean You' been a comic for a long time 
qBhatGfi77g,[Music] 
GfwPPsTjdgQ,I love vegan food this beautiful 
wm5pkEpuZ6w,the reason why all that garbage is like 
ZwQg5x59qmU,all right playing with a little more 
Q1NVmSX42Fs,VI I was B 
VwqdWKcQYRk,is left out of the blue zones I mean the 
JjDnwP6un6c,sure I'm 40 you're no sorry you're 40 
xiCuEjrJXkQ,[Music] all right little deadlifting action here 
-cKpJtklVfM,and I went to those guys to the beef 
AF5ZBQtPLx0,is considering stopping physical fitness 
XZEramYcQBI,love cupcakes I really really really 
zABiEE6J__A,actually am a dietitian I only have one 
9_P133LpzE8,[Music] all right what do we got today we got a 
P-1Om3gI6Nc,let me get this straight I'm supposed to 
QdDAkXDC3HY,meat is not food it's poison these teeth 
pmQCSb_sm04,let's see what's inside an entire jar of 
4MDPp4xLeXM,all right back to some Sprint training 
jV53aPNpcXA,once a year but we get to vote every 
88zBZ1TIZPU,you love this I'm pretty much only 
-3L9t9K9QjM,really want to kill the most 
8Z_M4KzE2fw,kapasu look at that it just cracks open 
2pdFkXFkGds,all right back to little sprinting here 
77hexwXAVZE,an Asian in all you can eat buir and I'm 
JY3ccl9j9cs,where my dog show my dog that's my dog 
KLgb7OZAtX4,because I drink too much red wine and I 
4H631ktxweA,to remove the meat emojis from the 
pPJZMqF2828,eating animals is weird to me so I'm 
W3UvrIddyEI,a carnivore diet I'll have a piece of 
sfh4dN-kAmY,reason people admire bodybuilders uh who 
axx6HuAHVEA,[Music] 2019 was a very very tough year for me I 
6a1lKgItPJ8,oh let me tell you you boys are going to 
NPH2uZDZBRk,[Music] well I certainly hope this restaurant is 
Oamnd6X9zzw,oh man Tomahawk had had one of these in 
cSC63lljkts,oh Mr Davis come on in hey wow I almost 
cipSo0L9Jmw,all right somebody asked me how I deal 
kxR0Xvftfj4,okay question is about endometriosis can 
Rhfz6-kfrk8,or somebody asked if I eat fruit on a 
QSZPyn_DUHw,is carnivore diet safer appropriate for 
aBIWyObKjUI,thank you for doing us and thanks for 
ljK_reIyhRo,I didn't even hear about that like 
2HBskksF0vQ,all right when might you want to be 
Za8ovvljc3c,all right when might you want to 
6xNDuioTbOE,uh what do I think about the gut 
dVpO6WK6wU8,our students asked me do you have to 
nQijIMXR6tg,all right question about whether or not 
FPR5ZzO2KM0,all somebody says they like they prefer 
RTrNDjxAJVI,hey guys just wanted to announce that we 
T5-RJKkqEKg,all right quick update on the meat here 
QACrg5Z2CSU,they got a little giveaway uh with 
PBKBLrcn6Pc,all right in 2018 uh obesity rates in 
MQNZoVv1fVY,all right somebody asked a question 
GjXwO7-y684,all right the question is do I stick to 
t5waiPUgAMA,I think that everybody really knows what 
Zy7iII5Xi6M,I've always wondered about the uh 
J3YgmyAPclY,okay question around tmao a 
cmLtkiMTceA,it should be the first first line 
MhqOk-kOnOE,most of my life I stayed in great shape 
T0Wkzvx6tuY,you see everyone on Joe Rogan talking 
LCUTcCt4Tlc,a lot of people find that it's really 
aFGktsOEUC8,I was eating a lot of I guess you could 
ug2pteBai7U,all right I deserve a treat right we 
hf5mKPtMpyI,it's like dog food to me with all the 
_cQ_OP1rpCE,I guess what started it all was I had 
2k-rGxPCHv4,all right man Mark philhart tweet thanks 
SVopUuLLgHo,or what about iron overload and red meat 
YKGpM6Jtmk4,foreign star tick and red meat algae well it is 
-ZOLe4kO7AE,all right some of you guys uh asked me 
M_HDQ7Ls6eI,[Music] all right so people would ask you do I 
6kWwh2AXAUA,all right here's something that I often 
b2ZfFeMUfgk,all right guys here's a couple of more 
zBSfAQaNFhY,okay here's a couple weird side effects 
wyALe27tc04,a little interesting fact so over the 
9A0dO_KRo3E,okay after doing the last video on the 
pRNTmVO3ygQ,all right let's talk a little bit about 
8HvEXbTvdx0,hey folks as I am currently been leaning 
nxoFpFKAbYM,we'll get another common misconception 
uLEFrKA7oCo,okay here's another mistake I see people 
ZdgFUH-o4AI,okay here's one mistake that I see 
6sNH0kTlwhQ,okay so the question on the other side 
iIk4qkYmZ6g,okay if you watch the last video the 
jvMw4aoiK1E,okay people are asking to ask me you 
9kaoG78e9M4,all right a follow-up question on the 
ljsAwdzkZos,did you ask me what I feed my dog goes 
H6e_pvCuj-g,okay let's talk a little bit about 
VUpFewydSwg,so if we have people that are 
6wJv9qigcMA,okay further discussion on LDL or for 
BOFHJY89xV4,uh what if I go on a low carb ketogenic 
32JoLDt78yQ,all right folks I'm getting ready to 
A9Rdr3p863I,all right high fat low fat moderate fat 
C65hjhVe6O8,all right let's talk a little bit about 
n7IDgTx3ym4,okay a lot of people consult me with 
lWF60znL3fk,a lot of people ask me about how much do 
GQskSm1OpXU,so I am a Bitcoin hodler just just for 
zGvTzQYALV8,okay final tip on Cravings you know 
2SAKQTbzCCY,all right Cravings let's talk a little 
r2iiAm4TDgQ,okay let's talk about the role of 
9z2bytr0Zyc,will do a high protein diet or a 
KJESZPTBgZI,all right this is a common question that 
BbId6ZrM218,oh somebody's asking me for a little tip 
CTZKaU7urUU,hey guys I wanted to share an 
Est2D8oIr54,Josh and I've been doing this a while 
HWmnkOcllMA,okay a lot of people ask me about should 
Y-CwTfiDnVs,account you should think about as a 
G0AHYsKvvoE,all right some people ask me what's it 
ycvoDkaKc9s,okay does the carnivore diet help 
YYcWJq2HvQw,all right what food should you 
BZNNQe0SeW8,all right let's talk about the top four 
96xl_E8DtuU,all right A lot of people are always 
PwM_ZyE4VbM,okay let's say you've made the decision 
AnbuHmgyMrg,okay what about feeding your dogs well 
K0ZuawIlu_k,okay fun fact of the day did you know 
dVZiyq1VbtE,all right after seven years of eating a 
uRFvq4SSrRE,okay do you have to spend a lot of extra 
HHQMJlkgs0E,all right how much food should I eat on 
ZxhwjPtrlC8,all right what up blood pressure and 
74lAikKHTac,all right what if you're feeling a 
Yz7hgDMAuR0,all right what about if you go on a 
OP3xSpsKbEU,all right is carnivore diet gonna give 
eD3YXBLvYVk,okay my thoughts on adding a stick of 
vbZkul6EZmM,okay do I eat vegetables answer that is 
XBF_35x0uCM,hey guys X Sean Baker here let's talk 
pi7Cnj7PDlg,do you attribute you breaking the world 
jzhj-djklnQ,so I just started reading about all 
uJVA6S83LTc,so I'm 53 now when I when I was about 10 
IxF1iwSyLXU,problem is researchers say well that's 
5otfTXdOSjA,if I was to take all the food in the 
-1xnSr-Qcdk,why did a change in diet have an impact 
k0iUeA35GMo,are here are five signs that your doctor 
