,ID,transcript
81,b-0oVmjfiEU,there are several very important mistakes that people make when they do intermittent fasting the first one is not doing the ketogenic diet with intermittent fasting and so it's going to be really hard to get into keto because your carbs are just a little too high the next mistake a lot of people make is eating too much in their eating window your eating window should really only be two meals with fasting in between those meals and also making sure that you don't overeat and stuff yourself which will create a lot of bloating and interfere with your sleep I think most popular uh pattern would be an 18-hour fast and a 6-hour eating window but from a lot of trial and error and working with a lot of people it's very important that your two meals uh be in the middle part of the day not extended too late because the later you eat the poorer quality of sleep you're going to get because your digestive system is constantly working to digest all that food so we really want an early dinner and a late lunch now to get the full information on this topic go to my YouTube channel 
82,jt1oERGNgzU,there's a condition called air hunger okay or another word for it would be dpia which is a situation where you just don't get enough oxygen that can create anxiety and typically people know that it comes from asthma or some like pneumonia or a lung infection or maybe COPD but there's another cause for it that you need to be aware of and it's called silent reflux where there's some acid that's regurgitating into your esophagus creating damage to the nerves signaling your brain stem to gasp air but the more important thing is how you treat it are you going to treat it with a medication or are you going to go with something more natural that has less side effects and one of the best remedies to help heal the esophagus of that inflammation would be chlorophyll and a really good source of chlorophile would be either wheat grass juice or wheat grass juice powder and adding a little water and drinking that through the day for more information on this specific topic go to my YouTube channel and search out air hunger 
83,TeEO1ng3iuA,so realize when you eat sugar you're kind of paralyzing your immune system and also when you eat sugar if you're female you're increasing your androgens okay that's there's a condition called PCOS polycystic ovarian syndrome that comes from too much Androgen but that's really coming from too much insulin because their diet is too high in carbs and too much Androgen increases something called sebum which is the oil in the sebaceous gland or the oil gland which is the exact thing we're trying to regulate and improve and so the big takeaway is that too much sugar kind of paralyzes the uh immune system and allows these pathogenic bacteria to grow all over the place 
84,0rNBpyk_qmw,now if you're not consuming apple cider vinegar you might want to start let me tell you some of the benefits number one it helps insulin become more sensitive in other words insulin can now work normally which is going to help your blood sugars another benefit is to help remove fat off your liver how does it do that by fixing insulin because insulin is behind a fatty liver another big benefit is losing belly fat which is also related to number one fixing insulin another benefit is to help your lipids or your cholesterol ol levels helping you balance HDL with your LDL but how does it do that well with number one fixing insulin and lastly if you have like acid reflex or gird or bloating or indigestion apple cider vinegar will fix that simply just add one tablespoon to a glass of water before each meal and you're good 
85,m-lAMiyRr9w,now listen when you're trying to lose weight many times people have this idea I'm not exercising enough maybe I'm eating too much or maybe I'm just getting older or it's genetics those are really not the big reason there's something else that's a much bigger reason why people just can't lose weight and it's really two things one grazing at night eating those nuts late at night and snacking in between meals whether it's some little snack or some protein bar oh my gosh that snacking or eating between meals is a killer because snacking increases insulin and Insulin blocks fat burning and even if you're snacking on protein it doesn't matter it's going to stop you from losing weight so the big reason is not enough consistent intermittent fasting so just try this for three days just completely stop snacking I will promise you you will lose a lot of weight 
86,W04hrjwuz_U,trying to figure out how to State this um there's one thing that we know for sure about dopamine no one really understands the complexity of dopamine if you do a deep dive on dopamine your head is going to literally spin because there are so many theories just when they say they have it figured out um well no that doesn't work they'll say it's say motivation molecule or the thing that gives you pleasure or the thing that's involved with reward no it's not it's associated with these behaviors but it's not the thing that gives you these Sensations you give yourself these Sensations 
87,GsGEckgi0S0,now there are several ways to get probotics without taking a probiotic supplement so number one you want to consume fermented vegetables as in pickles sauerkraut or kimchi number two consume fermented dairy products you can do yogurt but I would recommend kefir kefir not only has friendly bacteria it has friendly yeast as well and that's extremely healthy for your body but just make sure you get the one without added sugar and the one that comes from whole milk and also if they have kefir made from either sheep milk or goat milk I would choose that now the last probiotic that I want to talk about which is quite surprising is raw vegetables that are grown from soil not hydroponically but from soil if you eat vegetables from your garden or the farmer market or from soil you will get a massive amount of probiotics because these raw vegetables are loaded with good bacteria and not only that the fiber can actually help feed your microbes as a Prebiotic 
88,M73Bm3tBteU,is this true or false one out of seven teens has either high blood pressure or elevated blood pressure what do you think well the answer is it's true i mean this blows me away we've never had this problem ever if you're a team to have high blood pressure or you know of one go to my website download the healthy keto plan and get them on it immediately 
89,-L1FScy3Jtg,now sulforaphane is a very powerful phytonutrient that can help in cancer anti-aging it's a very powerful anti-inflammatory but the question is what has more broccoli or broccoli sprouts well if you answered broccoli sprouts you are correct broccoli sprouts have literally 10 times the amount of sulforaphane than adult broccoli 
90,RSm3eZmG_fA,id: Deihn1FxlAk
91,RSm3eZmG_fA,id: _hTrFvFCnrg
92,RSm3eZmG_fA,id: Cc7xoNMaE4E
93,RSm3eZmG_fA,id: 7RpuR_GBn-g
94,RSm3eZmG_fA,id: 9H8RY8umqnI
95,RSm3eZmG_fA,id: hTUDMmCEYnU
96,RSm3eZmG_fA,id: Ldy8Z93qp7s
97,RSm3eZmG_fA,id: rTyyc1oh1uc
98,RSm3eZmG_fA,id: LoFYyyFut74
99,RSm3eZmG_fA,id: IkzEtWNfOiQ
100,RSm3eZmG_fA,id: CXFKvgJI0PI
101,RSm3eZmG_fA,id: aWvqtgi65q0
102,RSm3eZmG_fA,id: LgpAB9SCGjA
103,RSm3eZmG_fA,id: Fv4yH_Z4VbU
104,RSm3eZmG_fA,id: LZ-WdsRDdAc
105,RSm3eZmG_fA,id: 2R4Ua1iMudk
106,RSm3eZmG_fA,id: 0PINKb0MyAU
107,RSm3eZmG_fA,id: t_F7L81aoBw
108,RSm3eZmG_fA,id: vrx6Khc8x4M
109,RSm3eZmG_fA,id: DY9v2WhzIKU
110,RSm3eZmG_fA,id: amLI98Dv5V4
111,RSm3eZmG_fA,id: nWzU4Kp1DWE
112,RSm3eZmG_fA,id: 6FK-k05NSrA
113,RSm3eZmG_fA,id: VmAy2MWx2GA
114,RSm3eZmG_fA,id: MhKiKALF32k
115,RSm3eZmG_fA,id: oMmoRCQP7kI
116,RSm3eZmG_fA,id: 10px_5GVJ_U
117,RSm3eZmG_fA,id: BJFqw7OR3Xw
118,RSm3eZmG_fA,id: Ays2lOShuPA
119,RSm3eZmG_fA,id: uOF9ZJ-wG24
120,RSm3eZmG_fA,id: Cp87NtH2av0
121,RSm3eZmG_fA,id: 2KijtQnDZBk
122,RSm3eZmG_fA,id: L0YMGcoXAKA
123,RSm3eZmG_fA,id: JP8Urdmnl8c
124,ehzVVUNPKH8,did you know what the number one cause of liver transplant is in the united states it's actually taking tylenol and the problem with the drug and tylenol is that it's in a lot of other medications as well so if a person is taking things like a nyquil for example they're getting the drug from tylenol and it's actually quite easy to create a toxic effect and you should never go above four grams of tylenol in one day in fact you should probably keep it less than three grams just to make sure because if your liver is bad or fatty or inflamed your ability to handle and detoxify poisons are much less 
125,vjfVHloosgU,you know there's a really interesting study that i saw recently on salt it's actually a low salt diet that increases your risk for a heart attack so if you're consuming less than just one teaspoon a day your risk for heart attack goes up however your risk goes down if you increase your salt intake to two teaspoons per day now this especially applies to those of you on a ketogenic diet because when you start the keto plan you lose a lot of fluid however this does not apply to those people who retain fluid like those on a high carbohydrate diet so up your salt a little bit if you want to decrease your risk of a heart attack 
126,DCVx5GQb4gE,so ultra processed foods are not really foods they're highly refined flour products they're very high in carbohydrate very high on the glycemic index and they're very very deadly in the causation of diabetes heart disease and i'm not sure you knew this but children on average in america consume 67 of their calories as ultra processed so-called foods so if your kids are not on keto get them on keto immediately 
127,cHqWvJmRzI8,now as you know when you buy extra virgin olive oil a lot of it's fake like 80 of it is totally fake and there's a really good way to determine if it's the real extra virgin olive oil versus some fake version and that is this do you get this little tickle in the back of your throat if you do chances are it's the real extra virgin olive oil so if you take the olive oil and you get that little irritation the back part of your throat then you know it's the real stuff 
128,Wrv6erc3D7s,selenium very very important in your thyroid converting t4 to t3 but selenium is one of the most powerful antioxidants so take a while to guess what nut has the most selenium if you guess brazil nuts you're correct all it takes is one brazil nut every single day to get your daily requirements for selenium 
129,CghlQS3lQNw,so the question is what's easier to digest mct oil or coconut oil what do you think well mct oil is a hundred percent medium chain triglycerides whereas coconut oil is only 15 percent medium chain triglycerides and the unique thing about medium chain triglycerides is they turn into ketones pretty fast and they don't involve bile from the liver so mct oil is much easier to digest than coconut oil 
130,qB5lj50JdqM,you know it takes about 20 minutes to consume two cheeseburgers medium coke and a medium fries which basically is over a thousand calories but it's going to take three hours of intense exercise to burn off those thousand calories however if those thousand calories do not involve carbohydrates then the rules change because even if you don't exercise those calories are not going to be turned into fat and with being in a low carb diet your body can actually use those calories as energy but with a high carb diet you're not going to be able to use those fat calories as energy so the secret of whether you're going to burn fat or not has to do with how low your carbs are 
131,1TBuDgou4nk,id: KBYWmjWWvUk
132,1TBuDgou4nk,id: 9V-u3u5_FNA
133,1TBuDgou4nk,id: sIieJXTOwck
134,1TBuDgou4nk,id: haQXLosWycE
135,1TBuDgou4nk,id: -peCRup97JE
136,1TBuDgou4nk,id: WtIY5CgsxWk
137,1TBuDgou4nk,id: 6VyjekMgRHg
138,1TBuDgou4nk,id: 8YHjSVgKRvc
139,1TBuDgou4nk,id: EYgGGVAw2X8
140,1TBuDgou4nk,id: oYjoWw8v6IA
141,1TBuDgou4nk,id: SjR9Optt6go
142,1TBuDgou4nk,id: fu23xjCjZoE
143,1TBuDgou4nk,id: 6pNmqoeWIYY
144,1TBuDgou4nk,id: F_8XG8gobmU
145,1TBuDgou4nk,id: 4OrHVoEOX1E
146,1TBuDgou4nk,id: _VMXFURJmEk
147,1TBuDgou4nk,id: 0CoEQ0ROLTI
148,1TBuDgou4nk,id: xLKktlt_fr4
149,1TBuDgou4nk,id: QxLmfudz49k
150,1TBuDgou4nk,id: uLZHw0R70Ao
151,1TBuDgou4nk,id: EuDiudgfE10
152,1TBuDgou4nk,id: 8KjfuMwnK5w
153,1TBuDgou4nk,id: 7auE8KFkDxk
154,1TBuDgou4nk,id: nLtCTc9-x1M
155,1TBuDgou4nk,id: -j-r_mS2wY8
156,1TBuDgou4nk,id: Slsnu0pEcmA
157,1TBuDgou4nk,id: _u_qNmNNuBQ
158,1TBuDgou4nk,id: vOpofY2qeYs
159,1TBuDgou4nk,id: M3P9rc_1hak
160,1TBuDgou4nk,id: uCWtbSok8QQ
161,1TBuDgou4nk,id: i0kmerCZk54
162,1TBuDgou4nk,id: 49kS_26uvS0
163,1TBuDgou4nk,id: HNm-kBPv0kc
164,1TBuDgou4nk,id: nkW_e9RUuAc
165,1TBuDgou4nk,id: Gr0paxS3pvk
166,s_4WpjqHePU,hey guys I just wanted to tell you I have a new mini course called rapid fat burning okay this is like taking he dough to the next level it's keto on steroids if you want to speed things up if you have a stubborn metabolism take this free little course there's four short videos but it's really gonna help those people who are struggling and just want some extra advantage strategies so check it out tell me what you think 
167,EXTsN9sBZVg,I'm waiting waiting waiting on your call to tell me that you want to come over to give me that good good good love it give me that good good good love you give me that good good good loveing give me that good good good love [Music] I know I'm Feeling High like the sky and I never want to come down when you kiss me it hits me straight to my heart you got me feing 
168,xqKF2q5ebn8,id: 9_6t6Dxqhaw
169,xqKF2q5ebn8,id: vEPzmIxSRcc
170,_IhW4ODArwA,I want you I need you oh God don't take these beautiful things that I've got please [Music] stay I want you I need you oh God 
171,QbFK_eWMgSw,I want you I need you oh God don't take this beautiful things that I've got 
172,iQCzOEkL8IQ,hey folks uh May 31st through June 2nd I'll be in Austin Texas at the hack your health Summit uh Palmer Event Center I'm speaking several of the days there on panels and giving a presentation hope to see you there let's go get some Stakes guys talk to you soon 
173,DlSVUpvmuh4,did you know that there is a 2020 systematic review looking at meat eating and mental health dis disorders uh what they found was that those that avoided meat had significantly higher rates of depression anxiety and self harm behaviors yet another reason to eat more meat 
174,Hdp5Iap6F9E,did you know that a study looking at 175 countries showed those countries that consumed the most meat ended up living the longest if you didn't know that now you do enjoy some steak 
175,BQi5wh7-30I,so a compound known as carnosine is found in Rich abundance in things like red meat particularly beef carnosine has been shown to protect the brain against aging and it is not found in any significant quantities in plant Foods at all yet another reason beef is a superfood 
176,78qhku8gPTk,a 2018 study out of Stanford showed that those that had low carnitine levels were much more likely to suffer from major depressive disorder did you know that beef is a incredibly important and good source of cartine and that people that eat plant-based diets have a very hard time in raising their carnitine levels yet another reason to eat beef it keeps you happy hope you guys have a great day and we talk to you [Music] soon 
177,eR21yeVnMFw,I'd like to start my day off with some fat sugary Bull and no energy please yeah no problem now we do offer a couple different options would you like an entire bowl of cookies an entire bowl of marshmallows or just a bag of sugar uh whatever makes today harder I would just put that in my bowl all right here you go now this is intended to be eaten first thing in the morning to eliminate any possibility of being productive or getting a basic workout in all right okay yeah that makes sense now I noticed that the box says it helps lower cholesterol and improve heart health oh yeah we pulled that directly out of the furthest depths of our inner assle oh you did yeah will believe literally anything if we simply just put it on a box wow well that certainly fooled me so what's with these cartoons and puzzles and all over the back oh those are just so that we can directly Target small children to get their fat diabetes filled future started early oh wow so are you guys Psychopaths or uh a little bit yeah cool well uh in light of that I will take five more boxes please fantastic well enjoy your diabetes in a box and if you have any kids one day be sure to let them eat all the seral their little hearts desire with absolutely zero dietary restrictions awesome looking forward to it 
178,A-BjLY7h3Dw,id: fJbQg-pTdvE
179,A-BjLY7h3Dw,id: 1YoXIKeEvlI
180,A-BjLY7h3Dw,id: IlBMhng1eMM
181,A-BjLY7h3Dw,id: SwVwHgiCRKQ
182,A-BjLY7h3Dw,id: JYBFa9A76a0
183,A-BjLY7h3Dw,id: WfvS0lfUe0Y
184,A-BjLY7h3Dw,id: l-3cPxacUgY
185,A-BjLY7h3Dw,id: Njy52Vq192I
186,tyXZdFEouho,Bill Gates claims that cattle produce more pollution than running Vehicles so I have a proposition I will lock myself in a garage with a cow overnight and he can lock himself in a garage with a running car overnight and in the morning we'll discuss the details 
187,y4RKkgopQIs,there's no meat no no no meat just a little bit of chicken this vegetar because it's more vegetable than the meat the meat just a little no no it doesn't work that way vegetarian means no made at all and only veggies come on you have to give a little bit taste to the veggie yeah but I not put um that much just a little bit of the tender room 
188,ItIiusVxpsk,id: wR4EA8hqlgE
189,CcEhgiG8_VQ,some of the things that we're doing is first messaging we got to reach the consumer where they are so we're advertising about cereal for dinner if you think about the cost of cereal for a family versus what they might otherwise do that's going to be much more affordable I'm all for Innovation and marketing but the idea of having cereal for dinner um is there the potential for that to land the wrong way uh we don't think so in fact it's Landing really well right now Carl when we look at all of our data of course we would know that breakfast cereal is the number one choice for inhome consumption we understand that for breakfast it turns out that over 25% of our consumption is outside the breakfast occasion a lot of it's at dinner and that that occasion continues to grow as well as the stacking occasion but um cereal for dinner is something that is is probably more on Trend now and we would expect to continue as that consumer is under pressure 
190,H5oxUYzBnTs,so what happens if you combine the power of therapeutic carbohydrate reduction with specific elimination diets it's quite amazing to see a number of health issues get dramatically better and at Rivero that's exactly what we do we have a dedicated team of healthc Care Professionals coaches and Technology as well as biomarker feedback tracking to help you get your best result come check us out 
191,OmRNAicd9mY,so let me get this straight I'm supposed to believe that red meat rots in your colon causes cancer diabetes heart disease chronic inflammation hypertension gout kidney stone stroke acne IBS and climate change yet humans have been eating red meat since the dawn of humanity so it's just an absolute miracle that we even made it this far but not to worry because we now have the technology to manufacture fake meat which is a real health food and the answer to all of our problems yeah H wow we are just just so lucky that they 
192,duHeIluSza4,so anyway I was just walking around up here in Whistler uh British Columbia in the village and ran into a fell believe his name was Todd who says he's a part-time cattle rancher uh he was talking about his wife Janet who apparently put her diabetes into remission by I guess following watching some of the videos that I've been putting out over the years and uh I wanted to say well I'm glad to hear at Janet and uh keep up the good work keep raising them cattle you guys are producing some of the most nutritious food on Earth so it was fun to meet your husband and and uh you guys take care glad to hear you doing better bye-bye 
193,-3GotW5ddXI,id: KQDJXPhZqiE
194,itS_Elw0gd0,all right this has been a long-term Target of mine haven't been able to do this I've been shooting on this for uh the last six or seven years finally got it today 500 lb for 10 reps uh dead stop deadlifts no belt uh no straps double overhand hook grip uh age 57 about 270 lbs right now no carbohydrates are harmed in the making of This workout uh bacon eggs and steak this morning I'm not on trt I've never taken steroids uh I've been a lifetime natural lifter uh like I said very happy with this I felt like I probably could have got 11 but I just kind of dialed it back in at 10 so like I said I'm pretty pleased where I'm at right now and this is uh this is probably the strongest I've been literally in about 15 years so I'm pretty pleased take care 
195,_uuFxZpjnAU,I'd like to start my day off with some fat sugary Bull and no energy please yeah no problem now we do offer a couple different options would you like an entire bowl of cookies an entire bowl of marshmallows or just a bag of sugar uh whatever makes today harder I would just put that in my bowl all right here you go now this is intended to be eaten first thing in the morning to eliminate any possibility of being productive or getting a basic workout in all right okay yeah that makes sense now I noticed that the box says it helps lower cholesterol and improve heart health oh yeah we pulled that directly out of the furthest depths of our inner assle oh you did yeah will believe literally anything if we simply just put it on a box well well that certainly fooled me so what's with these cartoons and puzzles and [ __ ] all over the back oh those are just so that we can directly Target small children to get their fat diabetes filled future started early oh wow so are you guys Psychopaths or uh a little bit yeah cool well uh in light of that I will take five more boxes please fantastic well enjoy your diabetes in a box and if you have any kids one day be sure to let them eat all the seral their little hearts desire with absolutely zero dietary restrictions awesome looking forward to it 
196,a4Rdxoxqwf8,hey guys let's take a moment to talk about inflammatory bowel disease that's Crohn's disease or also of colitis if you know some from suffering from that you know it can be an absolutely awful awful uh disease which can result in just in very poor quality of life potentially surgery lifelong medications and inflammatory drugs immune modulating drugs often with uh you know surgical treatments being necessitated and a reduced quality of life the good news is at rivo we are now treating inflammatory B disease using root cause nutritional therapy lifestyle modifications and we are expecting to see some very good results with this and hopefully get people off medications and hopefully uh see their disease go into remission anyway if that's something you're interested in or you know somebody that uh would benefit from that send them our way at river.com guys take care 
197,XyYtGhMz6zc,id: PETwZVxH1GU
198,XyYtGhMz6zc,id: 9aHcFUjuLgE
199,XyYtGhMz6zc,id: kbnA4lKuPvE
200,XyYtGhMz6zc,id: ldrYZxSmD0w
201,XyYtGhMz6zc,id: jAbfRS82-cU
202,XyYtGhMz6zc,id: pLYS9uMS6Fs
203,XyYtGhMz6zc,id: 75NxPChdRpw
204,XyYtGhMz6zc,id: -pL9abJGxn8
205,XyYtGhMz6zc,id: 8Nc6E3rru2Y
206,XyYtGhMz6zc,id: iU_fDXY2Wto
207,XyYtGhMz6zc,id: UjZMv1CeG3k
208,XyYtGhMz6zc,id: 146VRHNpTrc
209,aK9sqSx3LIY,hey folks it's Dr Sean Baker hey join me live in Austin Texas May 31st through June 2nd for the hack your health Summit I'll be speaking on panels there for Q&A sessions and of course I'll be there spending time meeting meeting people and probably enjoying the Stak we'll see you guys there take care 
210,MVkJhipEDYE,id: VlekzhBTPIU
211,MVkJhipEDYE,id: qnCQe7bNM_Q
212,MVkJhipEDYE,id: fVoplWgtnK4
213,MVkJhipEDYE,id: X3rjpqellQg
214,G2T9bY0Ankg,eating habits I've been doing really really well so I don't know other than the fact that I'm putting on water so you're saying you gain 60 pan of water on a car right here because you're sitting up that's not reality honestly I I really I I don't know what else I can tell you but it's the truth I'm sorry I can't do this and I I don't think I'm going to be able to make it back in the taxi like I did I'm very dizzy and I think I'm having a heart attack you don't look like you are oh now you do 
215,ez9OdUPfxs8,id: gEoBFfV4ao4
216,MZBSBMXEk-k,id: t1YIZyDOBg8
217,aZ1HknGeEi0,id: NTosvzE5FMQ
218,Ca3uQ9-sXEU,id: GK3_UXFqqiU
219,DXuquhHqqO4,id: lO51fgsV2nA
220,DXuquhHqqO4,id: 1yJ3XUQaDx8
221,DXuquhHqqO4,id: KMgzZf3FFEQ
222,QoLTdGg6N3U,I mean You' been a comic for a long time right and that's got a tough lifestyle that in way cuz you're out late at night all the time drinking smoking partying I mean are these guys because I mean obviously the UFC fighters are a different breed than the comics and are you finding that like like in your own personal experience that being in shape helps you with your your your craft I mean I think it helps you with everything in life because it makes your mind function better people want to think that the mind and the body are two separate things they're not you're an entity Your Existence is all symbiotic it's all working together if you eat better if you rest if I'm tired like if for some reason I you know I had to travel or this or that or something woke me up and I'm not getting any sleep and I have to do stand up and have 4 hour sleep I don't have as much juice you know I have to drink like a couple espressos I have to [ __ ] do some jumping jacks get my brain fired up and then at night I'm significantly more tired that day if I sleep eight hours and I eat really good food and I come in there I have more energy if you have more energy you'll be better at everything you do 
223,qBhatGfi77g,[Music] SA 
224,GfwPPsTjdgQ,I love vegan food this beautiful Majestic creature was 100% vegan and fed nothing but the best grain grass and corn and it's absolutely delicious 
225,IttxF0kyk6c,id: wm5pkEpuZ6w
226,IttxF0kyk6c,id: g4Kj6y2pNAU
227,0mC4dnIyOsM,id: ZwQg5x59qmU
228,0mC4dnIyOsM,id: Q1NVmSX42Fs
229,0mC4dnIyOsM,id: VwqdWKcQYRk
230,0mC4dnIyOsM,id: JjDnwP6un6c
231,0mC4dnIyOsM,id: xiCuEjrJXkQ
232,0mC4dnIyOsM,id: -cKpJtklVfM
233,0mC4dnIyOsM,id: AF5ZBQtPLx0
234,0mC4dnIyOsM,id: XZEramYcQBI
235,0mC4dnIyOsM,id: 6kQJ3Nf9KTE
236,zABiEE6J__A,actually am a dietitian I only have one client though which is quite unfortunate um his name is Nicholas he's [Music] struggling too late 
237,9_P133LpzE8,[Music] all right what do we got today we got a little bit of kettle bell swing this is a 36 kilo or a 79.3 lb kettle bell that I'm swinging I'm doing it uh for 100 consecutive repetitions uh 50 reps with each arm you know alternating this whole set took around 2 and 1/2 minutes so you know a decent bit of the conditioning cardiovascular wise obviously grip strength a little bit of Glu deal development uh core strength whatever you want to call it good little workout uh you know I hadn't done these in forever so I thought I'd just try see if I can do 100 and was able to do that uh thoroughly easily so I'm pretty pleased with that um last couple reps in here and uh you know just did a little biking afterward it was kind of an easy day today little dance here at the end and uh there you go there's the uh there's the kettle bell right there and Mr Maximus was coaching as usual 
238,P-1Om3gI6Nc,let me get this straight I'm supposed to believe that red meat rots in your colon causes cancer diabetes heart disease chronic inflammation hypertension gout kidney stone stroke acne IBS and climate change yet humans have been eating red meat since the dawn of humanity so it's just an absolute miracle that we even made it this far but not to worry because we now have the technology to manufacture fake meat which is a real health food and the answer to all of our problems yeah wow we are just so lucky that they finally figured it all 
239,Su96hlaCjSg,id: QdDAkXDC3HY
240,Su96hlaCjSg,id: 3-6_H6bzjg0
241,y6LqldU1AyQ,and it's not you know the fundamental uh the fundamental task of the food industry is not to make you healthy it's it's to put cheap calories in front of you and and and you know cheap calories result in kind of cheap health I mean if you look at it I mean we've got people suffering by the by the billions uh because of the low quality food that we're we're we're exposed to and you know I get it you know there's a lot of people in the world have no food and they're just like happy 
242,pmQCSb_sm04,let's see what's inside an entire jar of Nutella of course it starts with sugar a little too much now I don't know the amount of every other ingredient but there's also modified palm oil hazelnuts skim milk powder cocoa soy and or sunflower lethin and [Music] vanillin 
243,4MDPp4xLeXM,all right back to some Sprint training fresh off the plane from a couple days in Orlando back to the Sprints this is a 200 met Sprint uh weighing in today at a little over 257 Maximus is on guard watching me so I'd say I'm going probably 90 90% for Speed here last time I did 32 so I wanted to better that today I was able to hit it in uh 31 seconds like I said I think I'll be under 30 probably within a week or two so decent work not bad for 50 almost 57 years of age take care 
244,jV53aPNpcXA,once a year but we get to vote every single day uh we were worried about all these corporations that have tremendous power over us we feel disempowered every single day when you go to the store when you decide what to buy that is your vote that is how you make make a difference it's probably the most effective thing you can do uh you can't win the we can't win this fight if we're all sick so let's get healthy we can fight better and make a decision every day that that affects you know the people that are out to get us and let's win this thank you years there's a local election once a year 
245,88zBZ1TIZPU,you love this I'm pretty much only eating steak and eggs right now uh you know being pregnant I feel better pregnant than I felt not pregnant cuz when I wasn't I was eating what I thought I was supposed to eat I got to eat vegetables and oatmeal for breakfast I was eating so much sugar and trash and when you're pregnant you only eat what you're craving like your body is like tonight you're having a steak two eggs one scoop of peanut butter and four raspberries so you just did it out of Desire it's just all I'm craving interesting it's all I've been craving everything else kind of made me nauseous or made me feel run down like I have 
246,yBXbOFwtfmM,id: -3L9t9K9QjM
247,yBXbOFwtfmM,id: 8Z_M4KzE2fw
248,yBXbOFwtfmM,id: Py4_otVfV_A
249,2pdFkXFkGds,all right back to little sprinting here this is a 200 M uh I guess I'll call it a Sprint uh I wanted to go faster than 34 seconds uh so this is my second rep I did three sets every 5 minutes so work and then rest 5 minutes work and then rest 5 minutes um this one I did in 32 seconds and uh you know not too bad I wasn't quite going all out I want to make sure I don't pull anything and then the other thing I noticed is my conditioning is not quite there I think a little bit of conditioning with this pace I'll hit under 30 uh without slowing down and then eventually we got to get to [Music] 27 
250,CsRyOjg2ooE,id: 77hexwXAVZE
251,CsRyOjg2ooE,id: n0jelxXFq4Y
252,IPPpIAqwszY,id: sjxHM-ZQL1o
253,JY3ccl9j9cs,where my dog show my dog that's my dog show 
254,KLgb7OZAtX4,because I drink too much red wine and I don't exercise enough that's not true you're not fat because of what you eat and how much exercise you do that is the line that everybody is led to believe left you now and ran up and down Leicester Square for 3 hours and then went home and had a piece of lettuce and then came in and did the same tomorrow and the day after that and the day after that I would start to look like a supermodel only for a few months and then you would stop in fact you would start regaining weight within the first year that is a fact that's not fiction that is a absolute fact and there is literally no evidence that weight loss is going to benefit anybody's Health whether they're a child or an I'm willing to State my medical career on the fact that you are that the lies that we've been sold about obesity especially childhood obesity are not true they are there to benefit the weight loss industry not to benefit children evidence is very clear up to 98% of people that attempt weight loss will have regained all the weight within 5 years that is up to 98% of people and that is absolutely unquestionable second thing this idea that energy in and energy out and energy calorie deficits 
255,4H631ktxweA,to remove the meat emojis from the iPhones and they're not doing it I don't know why they're not doing it I've been emailing them every single day to stop putting the meat emojis in the phones like it should be illegal it's offensive to me and it's triggering to people like me who are vegan and it's so triggering and I don't know why they don't take them off the iPhone because they're so triggering they are so triggering me emojis that you see on the screen right right now are offensive to trillions of vegans myself included all around the world I am an extremely rich and famous person and I should not be having to deal with this in my comments enough is enough stop 
256,pPJZMqF2828,eating animals is weird to me so I'm making tofu bacon start by peeling thin slices of tofu then marinate the slices in soy sauce Liquid Smoke maple syrup and garlic then cut rice paper sheets into small strips add your marinated tofu and use a bit of water to get the rice papers to stick together and add it to a heated Skillet with olive oil I added more soy sauce and more Liquid Smoke just to get more flavor and to get that color then I made a ttla with my tofu bacon tastes just like bacon and it's super crispy and it's so simple to make hope you love it like and follow for more 
257,x_nThV5AQLI,id: 8MnURK1lPn0
258,W3UvrIddyEI,a carnivore diet I'll have a piece of fruit every now and again and I feel great when I eat like this I lose weight I get lighter and I'm more clear-headed you can enjoy food and you can also lose weight and be healthy but you have to do it the right way you know and you have to do it in a way that's sustainable another thing that happens is when you start eating really healthy your gut biome changes and that starts becoming what you're interested in eating if I eat a lot of sugar and a lot of carbohydrates I just want to eat it all the time but when I don't eat like that that's not what I crave then I crave meat 
259,Ut65u69y5tI,id: N2AL40HhFcQ
260,rq8fV-MVW2c,id: 43qvTLp97T4
261,mMGwmbLN6xs,id: LfpFQOCV8y4
262,xdLA4Cyz2XE,id: sfh4dN-kAmY
263,xdLA4Cyz2XE,id: N-mQcM17jfM
264,Wo4cGoeWQdc,id: f574YiGJy0I
265,lts_DWwuX30,id: axx6HuAHVEA
266,lts_DWwuX30,id: 6a1lKgItPJ8
267,lts_DWwuX30,id: NPH2uZDZBRk
268,lts_DWwuX30,id: Oamnd6X9zzw
269,lts_DWwuX30,id: cSC63lljkts
270,lts_DWwuX30,id: cipSo0L9Jmw
271,lts_DWwuX30,id: kxR0Xvftfj4
272,lts_DWwuX30,id: Rhfz6-kfrk8
273,lts_DWwuX30,id: QSZPyn_DUHw
274,lts_DWwuX30,id: aBIWyObKjUI
275,lts_DWwuX30,id: ljK_reIyhRo
276,lts_DWwuX30,id: 2HBskksF0vQ
277,lts_DWwuX30,id: Za8ovvljc3c
278,lts_DWwuX30,id: 6xNDuioTbOE
279,lts_DWwuX30,id: dVpO6WK6wU8
280,lts_DWwuX30,id: nQijIMXR6tg
281,lts_DWwuX30,id: FPR5ZzO2KM0
282,lts_DWwuX30,id: RTrNDjxAJVI
283,lts_DWwuX30,id: T5-RJKkqEKg
284,lts_DWwuX30,id: QACrg5Z2CSU
285,lts_DWwuX30,id: PBKBLrcn6Pc
286,lts_DWwuX30,id: MQNZoVv1fVY
