Video ID,Title,Transcript,Combined_Text
bO_GGZZW28k,It's Time for Wellness Culture Math,you've heard about boy math you've heard about girl math but let's talk about Wellness culture math if it contains GMOs it's toxic if it contains seed oils it's toxic if it contains GMOs and Seed,It's Time for Wellness Culture Math you've heard about boy math you've heard about girl math but let's talk about Wellness culture math if it contains GMOs it's toxic if it contains seed oils it's toxic if it contains GMOs and Seed
CW8MTXpc1B4,Things people have yelled at me for on the internet :) (As a dietitian),things people have yelled at me for on the internet as a dietitian number one saying that seed oils aren't complete poison number two eating unhealthy food or really anything that's not green,Things people have yelled at me for on the internet :) (As a dietitian) things people have yelled at me for on the internet as a dietitian number one saying that seed oils aren't complete poison number two eating unhealthy food or really anything that's not green
gXalroA-J3U,Nutrition Truths That Will Make Influencers MAD (They don't want you to know),more nutrition truths that Wellness influencers don't want you to know even though the world is obsessed with the risks of fatness you're actually twice as likely to die from being underweight than overweight a vegetable could fart,Nutrition Truths That Will Make Influencers MAD (They don't want you to know) more nutrition truths that Wellness influencers don't want you to know even though the world is obsessed with the risks of fatness you're actually twice as likely to die from being underweight than overweight a vegetable could fart
D8ZyNJiemzI,How to Manage Your Halloween Candy (for you AND your kids!) 🎃🍫,how to manage your Halloween candy from your nobs register dietitian I really do see Halloween as a great opportunity to help neutralize the Laura sweets as forbidden Foods worthy of overeating so,How to Manage Your Halloween Candy (for you AND your kids!) 🎃🍫 how to manage your Halloween candy from your nobs register dietitian I really do see Halloween as a great opportunity to help neutralize the Laura sweets as forbidden Foods worthy of overeating so
uEEFV7SkQYw,Are you Sh*tting Water?!?! IBS and Diarrhea Tips,is what I've been doing to no longer poop water I've been having this much kimchi I have like this much sauerkraut four times a day and I've also added some ginger root I'll take like three of,Are you Sh*tting Water?!?! IBS and Diarrhea Tips is what I've been doing to no longer poop water I've been having this much kimchi I have like this much sauerkraut four times a day and I've also added some ginger root I'll take like three of
hwEBi4flTRU,You're Not Fat You're Toxic ??,[Music],You're Not Fat You're Toxic ?? [Music]
IwNnaOo3qTc,We Need to Talk About FASTING,attempting a 72-hour fast 14 hours in I'm at the gym to hit a leg day before I lose too much energy I was so hungry after that we're about 24 hours in I'm going to bed so early comes in waves and right now I'm real hungry I got so dizzy,We Need to Talk About FASTING attempting a 72-hour fast 14 hours in I'm at the gym to hit a leg day before I lose too much energy I was so hungry after that we're about 24 hours in I'm going to bed so early comes in waves and right now I'm real hungry I got so dizzy
ivVCU71OaFk,The Never Ending List of Nutrition Truths Influencers Don't Want You to Know,more nutrition truths that Wellness influencers don't want you to know no food or supplement can boost your immune system if it did we would all have autoimmune disease eating a single piece of bacon is not,The Never Ending List of Nutrition Truths Influencers Don't Want You to Know more nutrition truths that Wellness influencers don't want you to know no food or supplement can boost your immune system if it did we would all have autoimmune disease eating a single piece of bacon is not
JrsHURW750M,"Skip the Mayo, Use THIS Instead",if you're still making your chicken salad with mayo you're doing it wrong tahini chicken salad is the only recipe you need for any barbecues picnics or tailgates this summer I don't actually know what,"Skip the Mayo, Use THIS Instead if you're still making your chicken salad with mayo you're doing it wrong tahini chicken salad is the only recipe you need for any barbecues picnics or tailgates this summer I don't actually know what"
DvbdySvl538,Should you shame people into being healthy?,you should listen to your own excuses to yourself through the lens of how you would hear them if your worst enemy or your least favorite person was giving them to you I am not sure where this is going if my least favorite person told,Should you shame people into being healthy? you should listen to your own excuses to yourself through the lens of how you would hear them if your worst enemy or your least favorite person was giving them to you I am not sure where this is going if my least favorite person told
m86xW7x7H5c,Almond Mom Gets Abducted by Aliens,we're going on a ship fun oh I forgot to pack my seos will you be able to supply will there be gluten-free dairy free options on board gluten makes me,Almond Mom Gets Abducted by Aliens we're going on a ship fun oh I forgot to pack my seos will you be able to supply will there be gluten-free dairy free options on board gluten makes me
YoSj-2Tw_fw,Some people need to be called out...,[Music] I'm sorry is Tick Tock just allowing people to proliferate legitimate Pro a,Some people need to be called out... [Music] I'm sorry is Tick Tock just allowing people to proliferate legitimate Pro a
rNv9jmy6Afw,"What Does ""Made With Real Fruits and Vegetables"" Even Mean?!",made with real fruit or vegetables this is a super common friend of label claim on kids snacks but also on adults Foods alike let's turn that package around so food ingredients on a label are listed,"What Does ""Made With Real Fruits and Vegetables"" Even Mean?! made with real fruit or vegetables this is a super common friend of label claim on kids snacks but also on adults Foods alike let's turn that package around so food ingredients on a label are listed"
JnxxrQ181MI,Final thoughts on Eugenia Cooney | Part 3,help her by asking the social media algorithms to stop reinforcing to others and to her that this is what the world wants of her and Eugenia,Final thoughts on Eugenia Cooney | Part 3 help her by asking the social media algorithms to stop reinforcing to others and to her that this is what the world wants of her and Eugenia
iDE1auEOkUg,Dietitians thoughts on Eugenia Cooney Part 2,and this is not good for vulnerable viewers and it's definitely not good for her you know I lived in a body that was taken over by any,Dietitians thoughts on Eugenia Cooney Part 2 and this is not good for vulnerable viewers and it's definitely not good for her you know I lived in a body that was taken over by any
FCDVp5JLHBg,I've stayed silent on this for years.... Eugenia Cooney Part 1,I've stayed silent on Eugenia Cooney for years now and that's mainly because I have like a general policy that I don't talk about people's bodies I only address the potentially problematic,I've stayed silent on this for years.... Eugenia Cooney Part 1 I've stayed silent on Eugenia Cooney for years now and that's mainly because I have like a general policy that I don't talk about people's bodies I only address the potentially problematic
W_XBX73Kw64,The 90s Called.. They Want Their Diet Advice Back (Nuts make you fat?!?!),you're stupid if you're fat oh boy one of those guys this is because it's so easy to lose weight tell me more Troy any type of nuts most people would be surprised that nuts have a lot of fats and calories in them they're not a,The 90s Called.. They Want Their Diet Advice Back (Nuts make you fat?!?!) you're stupid if you're fat oh boy one of those guys this is because it's so easy to lose weight tell me more Troy any type of nuts most people would be surprised that nuts have a lot of fats and calories in them they're not a
i2UzzokPnRA,Have trigger warnings gone way too far?,guys have trigger warnings gone like way too far so I've always used trigger warnings in my content because it just kind of seemed like the progressive and sensitive thing to do to try to respect,Have trigger warnings gone way too far? guys have trigger warnings gone like way too far so I've always used trigger warnings in my content because it just kind of seemed like the progressive and sensitive thing to do to try to respect
xJwGZSWpIoo,Does Starch REALLY Irritate the Gut? Let's talk about it....,today I'm going to show you how to make one of my favorite easy gut healing breakfast starch is one of the things that can really irritate the gut now IBS symptoms are super tricky everyone's experience of what triggers a flare will,Does Starch REALLY Irritate the Gut? Let's talk about it.... today I'm going to show you how to make one of my favorite easy gut healing breakfast starch is one of the things that can really irritate the gut now IBS symptoms are super tricky everyone's experience of what triggers a flare will
NqZFBh0iZpM,Long-Term Ozempic Use (The shocking truth),let's talk the shocking truth about long-term ozempicues according to an interview with the creator of glp-1 Agnes medications Yen's host because L7 can often suppress food cravings or,Long-Term Ozempic Use (The shocking truth) let's talk the shocking truth about long-term ozempicues according to an interview with the creator of glp-1 Agnes medications Yen's host because L7 can often suppress food cravings or
uMCJvDcfK4I,Bringing Back the Custard Toast in a BAGEL (Easy & High Protein),remember the custard toast trend of 2022. why'd we stop doing that so let's bring it back but let's bag [Music] get your bagel and you get bagel bagel bagel whatever you want,Bringing Back the Custard Toast in a BAGEL (Easy & High Protein) remember the custard toast trend of 2022. why'd we stop doing that so let's bring it back but let's bag [Music] get your bagel and you get bagel bagel bagel whatever you want
K7D_IEukjBA,"Say it with me, ICE IS NOT DESSERT. 🧊❌🍧",dessert that's 10 calories it's perfect for the girlies who need dessert every day and like sour candy and like to Crunch on ice the ice a little bit powder A Little Wheel we're making iced lasagna okay oh I don't know who needs,"Say it with me, ICE IS NOT DESSERT. 🧊❌🍧 dessert that's 10 calories it's perfect for the girlies who need dessert every day and like sour candy and like to Crunch on ice the ice a little bit powder A Little Wheel we're making iced lasagna okay oh I don't know who needs"
b9sdpAklps0,THEY DON'T WANT YOU TO KNOW These Unpopular Nutrition Truths,more unpopular nutrition truths that Wellness influencers don't want you to know The Dirty Dozen is an unscientific marketing tactic to get you to buy more expensive produce,THEY DON'T WANT YOU TO KNOW These Unpopular Nutrition Truths more unpopular nutrition truths that Wellness influencers don't want you to know The Dirty Dozen is an unscientific marketing tactic to get you to buy more expensive produce
y4gswC_VXsI,So many nutrition myths (Influencers DON'T want you to know),more nutrition truths that Wellness influencers don't want you to know lettuce water won't help you sleep it's literally just water boiled in water a hot girl walk is literally just a walk,So many nutrition myths (Influencers DON'T want you to know) more nutrition truths that Wellness influencers don't want you to know lettuce water won't help you sleep it's literally just water boiled in water a hot girl walk is literally just a walk
aWyld5UmkJQ,Carnivore Cinnamon Rolls? 🤔 These diet terms are getting out of hand,carnivores cinnamon rolls do exist carnivore cinnamon rolls I mean even though cinnamon doesn't come from an animal and I'm pretty sure it's against The Unofficial carnivore rules to eat,Carnivore Cinnamon Rolls? 🤔 These diet terms are getting out of hand carnivores cinnamon rolls do exist carnivore cinnamon rolls I mean even though cinnamon doesn't come from an animal and I'm pretty sure it's against The Unofficial carnivore rules to eat
B_aD8BDP4rg,Restrictive Eating DISGUISED as Intuitive Eating 🤔🤔🤔,I've been doing this job for over a decade I have seen a lot of dangerous sensationalized Wellness claims on this app but what probably upsets me even more is seeing hyper-restrictive content,Restrictive Eating DISGUISED as Intuitive Eating 🤔🤔🤔 I've been doing this job for over a decade I have seen a lot of dangerous sensationalized Wellness claims on this app but what probably upsets me even more is seeing hyper-restrictive content
4oRlYlYE_RQ,Almond Mom Sends Her Daughter to Sleepover Camp 🏕,oh Vanessa Bell your first year sleepover Camp you're gonna love it oh now don't forget day one through three you're on your charcoal fast so,Almond Mom Sends Her Daughter to Sleepover Camp 🏕 oh Vanessa Bell your first year sleepover Camp you're gonna love it oh now don't forget day one through three you're on your charcoal fast so
oW9_-17S9sQ,The KENERGY Breakfast (Barbie + Cottage Cheese) 😋,this is the summer of Barbie and cottage cheese so let's smash them together and make the most badass pink protein packed breakfast on this app let's call it the Kennedy breakfast so cool step one,The KENERGY Breakfast (Barbie + Cottage Cheese) 😋 this is the summer of Barbie and cottage cheese so let's smash them together and make the most badass pink protein packed breakfast on this app let's call it the Kennedy breakfast so cool step one
B6boW883-EY,Protein Ice Cream 🍧 With My New Ninja Creami!!,it happened I was influenced I got the ninja creamy let's bring a protein ice cream first up banana you can omit this banana haters but let's be real protein smoothies are always better with a,Protein Ice Cream 🍧 With My New Ninja Creami!! it happened I was influenced I got the ninja creamy let's bring a protein ice cream first up banana you can omit this banana haters but let's be real protein smoothies are always better with a
zbgCC9wNDVo,95% of Diets FAIL!!!! Or do they? Let's break this down...,did 95 of diets actually fail so this statistic has been floating around for like decades and for those who have been dieting it's depressing us the good news,95% of Diets FAIL!!!! Or do they? Let's break this down... did 95 of diets actually fail so this statistic has been floating around for like decades and for those who have been dieting it's depressing us the good news
fGRCd44yESU,More nutrition myths wellness influencers DON'T want you to know!,let's play more nutrition truths that Wellness influencers don't want you to know putting oat milk in your coffee isn't going to cause diabetes let the people have their damn coffee the way,More nutrition myths wellness influencers DON'T want you to know! let's play more nutrition truths that Wellness influencers don't want you to know putting oat milk in your coffee isn't going to cause diabetes let the people have their damn coffee the way
tDESIn2FGUQ,THEY LIED. Unpopular nutrition truths they don't want you to know.,more unpopular nutrition truth that Wellness influencers don't want you to know it is completely normal for your blood sugars to rise and fall between meals a completely straight line is an,THEY LIED. Unpopular nutrition truths they don't want you to know. more unpopular nutrition truth that Wellness influencers don't want you to know it is completely normal for your blood sugars to rise and fall between meals a completely straight line is an
3rY6OtpuQks,Are bagels REALLY equal to 6 slices of bread?!? 🤔,Abby aren't Bagels equivalent to like six slices of bread um [Music] let's do some stuff has 210 calories 39 grams of carbs 6,Are bagels REALLY equal to 6 slices of bread?!? 🤔 Abby aren't Bagels equivalent to like six slices of bread um [Music] let's do some stuff has 210 calories 39 grams of carbs 6
BUDHN3ttMkc,The Best HUNGER CRUSHING Snack!,when I eat a really big snack that's going to keep me full for a long time this is what I made step one we make a dip and Tick Tock is obsessed with because she's for good reason it's got,The Best HUNGER CRUSHING Snack! when I eat a really big snack that's going to keep me full for a long time this is what I made step one we make a dip and Tick Tock is obsessed with because she's for good reason it's got
wOQJI7ZIwo8,"The ""Skinny Girl Shot"" 🥴💩🍋",you've maybe seen the skinny girl shot here on Tick Tock do this one today and you will get snatched please don't do that do not do this once a day or like ever to combine water,"The ""Skinny Girl Shot"" 🥴💩🍋 you've maybe seen the skinny girl shot here on Tick Tock do this one today and you will get snatched please don't do that do not do this once a day or like ever to combine water"
kmb__-QcRl8,Should celebrities be transparent about their problematic eating behaviours?,when it's in trouble for saying this but sometimes I try to just drink coffee in the morning and like you can start I do my Hunger I do that too but we all do it yeah she just says it um no I'm pretty sure we don't all do,Should celebrities be transparent about their problematic eating behaviours? when it's in trouble for saying this but sometimes I try to just drink coffee in the morning and like you can start I do my Hunger I do that too but we all do it yeah she just says it um no I'm pretty sure we don't all do
InpjEPKZGlA,Almond Mom at a BBQ 🍔,[Music] cancer sticks you know every single hot dog shaves six years off your life and it shrinks your ovaries I thought you're a pro-choice I just do not understand the concept of,Almond Mom at a BBQ 🍔 [Music] cancer sticks you know every single hot dog shaves six years off your life and it shrinks your ovaries I thought you're a pro-choice I just do not understand the concept of
wPA1IJ3i4kM,Is Berberine Nature's Ozempic? 🤔,people are calling it Nature's ozempic I've got,Is Berberine Nature's Ozempic? 🤔 people are calling it Nature's ozempic I've got
XwqE_tT1FKI,What a Dietitian Looks for in a Supplement (The 3 MAIN Things),a lot of people ask me what I look for in a supplement and to me it comes down to three main things quality transparency and third party testing rituals multivitamin checks all the,What a Dietitian Looks for in a Supplement (The 3 MAIN Things) a lot of people ask me what I look for in a supplement and to me it comes down to three main things quality transparency and third party testing rituals multivitamin checks all the
AQsTHlXVHBQ,More wellness and nutrition MYTHS!,we're back with more unpopular nutrition myths that Wellness influencers don't want you to know eating sugar isn't the cause of diabetes it's a little more complicated than that alkaline water doesn't change your body's pH if it did,More wellness and nutrition MYTHS! we're back with more unpopular nutrition myths that Wellness influencers don't want you to know eating sugar isn't the cause of diabetes it's a little more complicated than that alkaline water doesn't change your body's pH if it did
MeIsxC0NGxk,Dietitian’s Opinion on Celery Juice  as a Detox…,do you want an honest yet unpopular piece of nutrition advice celery juice only detoxes you because it gives you the runs first of all celery juice is like 98 water and water makes you pee,Dietitian’s Opinion on Celery Juice  as a Detox… do you want an honest yet unpopular piece of nutrition advice celery juice only detoxes you because it gives you the runs first of all celery juice is like 98 water and water makes you pee
iB-QUPtK7sY,Unpopular Nutrition Truths (You may need to hear..),more on popular nutrition truths that Wellness influencers don't want you to know about eating 3 500 calories less will not make you perfectly lose a pound a week BMI is intermittent fasting isn't Magic it's just a calorie,Unpopular Nutrition Truths (You may need to hear..) more on popular nutrition truths that Wellness influencers don't want you to know about eating 3 500 calories less will not make you perfectly lose a pound a week BMI is intermittent fasting isn't Magic it's just a calorie
HJjJKjqrpoY,Does Meal Component Order REALLY Matter?,correct order is vegetables first proteins and fats second and starches and sugars last here are my quick and dirty thought research does suggest that meal component order can have a significant effect on blood sugar though admittedly most of the research like,Does Meal Component Order REALLY Matter? correct order is vegetables first proteins and fats second and starches and sugars last here are my quick and dirty thought research does suggest that meal component order can have a significant effect on blood sugar though admittedly most of the research like
k8lCwnoloGA,Almond Mom at a Wedding,ah Jenny look at you well your makeup looks beautiful oh my God is that Christy from high school or she really let herself go probably,Almond Mom at a Wedding ah Jenny look at you well your makeup looks beautiful oh my God is that Christy from high school or she really let herself go probably
0cgR3s-NVCM,Diet Culture Doesn't OWN Salads,I don't know who needs to hear this but if you're trying to break free from diet culture and you find yourself craving salad or like a fresh juice or something that you know Society considers deity,Diet Culture Doesn't OWN Salads I don't know who needs to hear this but if you're trying to break free from diet culture and you find yourself craving salad or like a fresh juice or something that you know Society considers deity
ZbMle67hV_4,Let's change your relationship with your fear foods.,I want to show you a little intuitive eating hack that will completely change your perspective and your relationship with your fear foods like cookies if your goal is to put your fear Foods on,Let's change your relationship with your fear foods. I want to show you a little intuitive eating hack that will completely change your perspective and your relationship with your fear foods like cookies if your goal is to put your fear Foods on
nPb7ngQ8cug,5 HIDDEN SIGNS THAT YOUR BODY IS INFLAMMED,here are five hidden signs that your body is inflamed and you need to act now I'm a dietitian and I see this all the time do you experience bloating headaches mood swings fatigue or brain,5 HIDDEN SIGNS THAT YOUR BODY IS INFLAMMED here are five hidden signs that your body is inflamed and you need to act now I'm a dietitian and I see this all the time do you experience bloating headaches mood swings fatigue or brain
sDO3OvRE6bA,A Day in the Life of an Influencer Husband,[Music] you didn't even make me oh [Music] you're not even using the tripod why did,A Day in the Life of an Influencer Husband [Music] you didn't even make me oh [Music] you're not even using the tripod why did
ozy9LaeG-s8,Microwave Dessert For One!!,are you single alone and in need of something sweet in your life I have a girlfriend oh just go along with it I'm going to show you how to make an amazing quickie microwave dessert for one let's,Microwave Dessert For One!! are you single alone and in need of something sweet in your life I have a girlfriend oh just go along with it I'm going to show you how to make an amazing quickie microwave dessert for one let's
2Y5fQvLbCH8,Strawberry Cheesecake Bites that are Healthy & Dietitian Approved!,Abby everyone loved your apple pie bites what else can you do with some graham crackers Oh you mean other than s'mores let's make my strawberry cheesecake bites all right into my little blender,Strawberry Cheesecake Bites that are Healthy & Dietitian Approved! Abby everyone loved your apple pie bites what else can you do with some graham crackers Oh you mean other than s'mores let's make my strawberry cheesecake bites all right into my little blender
YEeruPtnqTo,These Sugar Free Cookies ACTUALLY Taste Good,Abby I feel like every healthy cookie just tastes like are you able to make me one that actually tastes good you know me I am all sugar sweets,These Sugar Free Cookies ACTUALLY Taste Good Abby I feel like every healthy cookie just tastes like are you able to make me one that actually tastes good you know me I am all sugar sweets
ge2sGhuYHPA,Turning Mr. Noodles into A Healthy Balanced Meal,we all remember eating Mr Noodles pretty much every single day breakfast lunch and dinner as college kids did you ever eat them just raw in the back of the bag that was like the only way I ate them,Turning Mr. Noodles into A Healthy Balanced Meal we all remember eating Mr Noodles pretty much every single day breakfast lunch and dinner as college kids did you ever eat them just raw in the back of the bag that was like the only way I ate them
qxVos1yQPiY,Dietitian Turns Frozen Pizza into a Healthy Meal,ready for some lunch is that really what we're having Brody have I ever steered you wrong I'm gonna show you how we make a frozen pizza a little less I've got some steamed broccoli here and some,Dietitian Turns Frozen Pizza into a Healthy Meal ready for some lunch is that really what we're having Brody have I ever steered you wrong I'm gonna show you how we make a frozen pizza a little less I've got some steamed broccoli here and some
_4GMFrrjxA8,What would a dietitian do with graham crackers?,happy I've got some graham crackers What would a dietitian do with these oh you are going to love my apple pie bites let's do it okay these could not be,What would a dietitian do with graham crackers? happy I've got some graham crackers What would a dietitian do with these oh you are going to love my apple pie bites let's do it okay these could not be
i4cXk0xznV4,Dietitian’s Rules for Buying Ice Cream…,Abby what's important to a dietitian when choosing ice cream let me tell you number one,Dietitian’s Rules for Buying Ice Cream… Abby what's important to a dietitian when choosing ice cream let me tell you number one
S6rENBTpnys,Dietitian Makes A Can of Tuna A Healthy Meal (It’s Shockingly Good?!),Abby can you make this can of tuna a little less I feel ya tuna salad s are boring,Dietitian Makes A Can of Tuna A Healthy Meal (It’s Shockingly Good?!) Abby can you make this can of tuna a little less I feel ya tuna salad s are boring
ESzxDSPGJs8,Things I Won't Eat as a Dietitian,as a dietitian these are the foods I never keep in the house okay so you probably were expecting me to say chips and cookies and ice cream but since healing my relationship with food I've really found that I've been able to keep,Things I Won't Eat as a Dietitian as a dietitian these are the foods I never keep in the house okay so you probably were expecting me to say chips and cookies and ice cream but since healing my relationship with food I've really found that I've been able to keep
C-CUhjgtDWo,What I think Selena Gomez's Erewhon smoothie would be 🤤,if Selena Gomez had an erwan smoothie like some other celebrities we know she would keep it real as no I don't want people to do that though so as a,What I think Selena Gomez's Erewhon smoothie would be 🤤 if Selena Gomez had an erwan smoothie like some other celebrities we know she would keep it real as no I don't want people to do that though so as a
nZuV0SB59Kg,Are bagels really unhealthy?!,Abby everyone always says bagels are unhealthy but how can you use them as a hunger crushing combo oh I got a really great hack for this let me show you we're gonna make an air fryer omelette stuffed Bagel first I'm just going to,Are bagels really unhealthy?! Abby everyone always says bagels are unhealthy but how can you use them as a hunger crushing combo oh I got a really great hack for this let me show you we're gonna make an air fryer omelette stuffed Bagel first I'm just going to
3GAl8b8rzoY,A Day in the Life of an Almond Mom,oh thank you dear is the pizza paleo dominoes oh I know she's barely walking but this is a great time to get started on a healthy morning routine,A Day in the Life of an Almond Mom oh thank you dear is the pizza paleo dominoes oh I know she's barely walking but this is a great time to get started on a healthy morning routine
FvmmqhOr8wI,What a Dietitian Orders to Eat at Denny's,I'm a dietitian and I'm going to show you what I ordered Denny's,What a Dietitian Orders to Eat at Denny's I'm a dietitian and I'm going to show you what I ordered Denny's
tbyTUGWO81g,What a Dietitian Gets to Eat at 5 Guys,if I get one hamburger with lettuce pickles tomato green pepper grilled onions mustard grilled mushrooms and a,What a Dietitian Gets to Eat at 5 Guys if I get one hamburger with lettuce pickles tomato green pepper grilled onions mustard grilled mushrooms and a
WNMTo1H26nE,What a Dietitian Orders at SWEETGREEN,I'm a dietitian so I obviously love salad let me show you what I get at Sweet greens I usually like to build my own Bowl my way but they get the most amazing sounding seasonal special with like lots of Brussels sprouts and chicken sweet,What a Dietitian Orders at SWEETGREEN I'm a dietitian so I obviously love salad let me show you what I get at Sweet greens I usually like to build my own Bowl my way but they get the most amazing sounding seasonal special with like lots of Brussels sprouts and chicken sweet
tmfAstTVvQo,Healthy Staples at ALDI,I'm a dietitian and I'm going to show you some of my favorite healthy Stables that I get at Aldi let's go multigrain flatbreads with flax have 8 grams of fiber and 9 grams of protein this seed,Healthy Staples at ALDI I'm a dietitian and I'm going to show you some of my favorite healthy Stables that I get at Aldi let's go multigrain flatbreads with flax have 8 grams of fiber and 9 grams of protein this seed
_Q6WwiSE6-M,"Is The Cheesecake Factory's ""SKINNY-LICIOUS"" menu worth it? 🤔",I don't really even like cheesecake that much I thought we were getting a lunch,"Is The Cheesecake Factory's ""SKINNY-LICIOUS"" menu worth it? 🤔 I don't really even like cheesecake that much I thought we were getting a lunch"
vEqLlDf2pCo,This Dunkin Donuts Employee Deserves a Raise 🥺,good morning good morning you are listening to 105.3 today so how can I help you could I have the egg white veggie omelette bites okay we got the,This Dunkin Donuts Employee Deserves a Raise 🥺 good morning good morning you are listening to 105.3 today so how can I help you could I have the egg white veggie omelette bites okay we got the
LD7q2ThJp-E,What a Dietitian Gets to Eat at The Cheesecake Factory,I'm a dietitian and I'm going to show you what I get at the Cheesecake Factory this is so hard to choose the Oreo,What a Dietitian Gets to Eat at The Cheesecake Factory I'm a dietitian and I'm going to show you what I get at the Cheesecake Factory this is so hard to choose the Oreo
najnSnGSqhs,3 Ingredient Trader Joe's Meal,I'm a dietitian and I'm going to show you a meal that I make with three ingredients from Trader Joe's a little bit of avocado oil a little bit of butter,3 Ingredient Trader Joe's Meal I'm a dietitian and I'm going to show you a meal that I make with three ingredients from Trader Joe's a little bit of avocado oil a little bit of butter
fCF4bnkzru4,What a Dietitian Gets to Eat at Burger King,hi there could I please have a nine piece chicken fry small onion rings thank you thank you so much yes I'm aware it's called Burger King and not,What a Dietitian Gets to Eat at Burger King hi there could I please have a nine piece chicken fry small onion rings thank you thank you so much yes I'm aware it's called Burger King and not
Zd7VJuME71A,What a DIETITIAN Gets to Eat at SONIC!,I have a kids chicken tender meal with applesauce and a mini Butterfinger blast thank you okay so I really came to Sonic,What a DIETITIAN Gets to Eat at SONIC! I have a kids chicken tender meal with applesauce and a mini Butterfinger blast thank you okay so I really came to Sonic
ax5YELyHuJw,Dietitian Reacts to Gwyneth Paltrow’s Latest Low Calorie Diet..,I did not think Gwyneth could get any more dangerous to the public but then she posted this he eats something about 12. have coffee have bone broth for lunch I'll do Pilates and thread sauna,Dietitian Reacts to Gwyneth Paltrow’s Latest Low Calorie Diet.. I did not think Gwyneth could get any more dangerous to the public but then she posted this he eats something about 12. have coffee have bone broth for lunch I'll do Pilates and thread sauna
jgnw8J4uxo0,Do you eat your chocolate or smell it? 🤨🤔,please tell me the last time that smelling chocolate gave you the same,Do you eat your chocolate or smell it? 🤨🤔 please tell me the last time that smelling chocolate gave you the same
z7NyvZW84QE,Canadian puts Dunkin' Donuts Coffee To the Test!,Canadians have Tim Hortons Americans have Dunkin Donuts and as a Canadian coffee lover I thought it's high time to put our American go-to Dunkin Donuts,Canadian puts Dunkin' Donuts Coffee To the Test! Canadians have Tim Hortons Americans have Dunkin Donuts and as a Canadian coffee lover I thought it's high time to put our American go-to Dunkin Donuts
MwVlUCtrkzA,What a Dietitian Gets to Eat at Wawa Gas Station,on the road and I need some lunch let me show you what a dietitian gets at Wawa I was feeling like Mexican swim with a bean burrito loaded up with veg and,What a Dietitian Gets to Eat at Wawa Gas Station on the road and I need some lunch let me show you what a dietitian gets at Wawa I was feeling like Mexican swim with a bean burrito loaded up with veg and
Ti1CCmFMDnQ,"If a choice is SERVING YOU, it's not diet culture.",I don't know who needs to hear this but if you're trying to break free from diet culture and you find yourself craving salad or like a fresh juice or something that you know Society considers deity,"If a choice is SERVING YOU, it's not diet culture. I don't know who needs to hear this but if you're trying to break free from diet culture and you find yourself craving salad or like a fresh juice or something that you know Society considers deity"
9KnRNKEUM-Y,A Dietitian's Breakfast at... Dunkin' Donuts?!,could I have the egg white veggie omelette bites I'll get the wake up wrap sandwich egg please we can do that for you the toasted almond cold brew oat milk please it's gonna be 15 41. thank,A Dietitian's Breakfast at... Dunkin' Donuts?! could I have the egg white veggie omelette bites I'll get the wake up wrap sandwich egg please we can do that for you the toasted almond cold brew oat milk please it's gonna be 15 41. thank
jTD-Rh53Kv0,Healthy foods from the DOLLAR STORE?!,the price of groceries is through the roof so we're gonna go to Dollar Tree to pick up some healthy Staples to build some balanced meals Let's Go frozen veggies and fruit always great for easy meals protein pancake mix you don't have,Healthy foods from the DOLLAR STORE?! the price of groceries is through the roof so we're gonna go to Dollar Tree to pick up some healthy Staples to build some balanced meals Let's Go frozen veggies and fruit always great for easy meals protein pancake mix you don't have
YmgnrmmErAM,Let's Try Pedro Pascal's Starbucks Order,there's no information anywhere about Pedro Pascal's diet so I was really excited when we got Intel into a Starbucks order because of daddy likey Mama likey I am your cool sweaty Daddy,Let's Try Pedro Pascal's Starbucks Order there's no information anywhere about Pedro Pascal's diet so I was really excited when we got Intel into a Starbucks order because of daddy likey Mama likey I am your cool sweaty Daddy
eJQXR9a2K7o,Let's talk about Selena... and Hailey,meal prep with me while we unpack some drama I feel like we need to acknowledge part of like the origin story which is the gross fat shaming that Selena endured when she posted this picture right here first of all Selena looks,Let's talk about Selena... and Hailey meal prep with me while we unpack some drama I feel like we need to acknowledge part of like the origin story which is the gross fat shaming that Selena endured when she posted this picture right here first of all Selena looks
t-B5BvPyIPI,I CAN'T Live Without This SUPERFOOD,as a dietitian this is the one superfood I cannot live without gotcha superfoods are built let's get that straight there are no foods that have magical powers in,I CAN'T Live Without This SUPERFOOD as a dietitian this is the one superfood I cannot live without gotcha superfoods are built let's get that straight there are no foods that have magical powers in
sVz5t3xWjuQ,An Important Balsamic Vinegar PSA!!!,if you're only using balsamic vinegar on salad you need to reevaluate your life or at least your recipe repertoire sure yes balsamic is delicious on salad and,An Important Balsamic Vinegar PSA!!! if you're only using balsamic vinegar on salad you need to reevaluate your life or at least your recipe repertoire sure yes balsamic is delicious on salad and
h9FMGlhgQnk,Grocery Shop like a Dietitian,as a dietitian these are the three healthy foods I refuse to buy right now number one lettuce there's a reason why so many restaurants are dropping salads on their menu right now it is expensive,Grocery Shop like a Dietitian as a dietitian these are the three healthy foods I refuse to buy right now number one lettuce there's a reason why so many restaurants are dropping salads on their menu right now it is expensive
