Video ID,Transcript
dZDWrgb49sw,more unpopular nutrition truths that Wellness influencers don't want you to know emergency is not going to cure your cold if you're chronically skimping on sleep a fruit smoothie may be less satiating than the equivalent amount of
pSycJYn4FBY,hi I'm Abby sharp and this is what a registered dietitian eats in a day obviously we had my soy milk latte and I had a random piece of fruit and a piece of cheese on my way to dropping the kids
lUWpj0HDx50,Chinese celebrities eat to lose weight she lost 22 lbs in half a month and this is how she do it for breakfast she only drinks one black coffee with one cute sugar for lunch she eats two boiled eggs one tomato and boiled spinach for dinner she eats 200 g of steak lettuce with
3Mku_mAllBY,more unpopular nutrition truths that Wellness influencers don't want you to know living off of salt and vinegar chips during pregnancy is far less dangerous for baby's Health than not being able to eat much at all if sugar and food dyes encourage
tzGx_kBDQBQ,welcome to the 50 brain cell challenge so the way the 50 brain cell challenge works is every one ingredient is minus one brain cell and you have 50 brain cells at the beginning of the day in your job is to Ed up with the most brain cells at the end of the day so if you ate this you would have failed to 50 brain s hi Joshua I don't know what your
FAghltceI5E,Abby everyone always says bagels are unhealthy but how can you use them as a hunger crushing combo oh I got a really great hack for this let me show you we're going to make an air fryer omelette stuffed Bagel first I'm just going to scramble up a little egg here
yMMUN-Zeje0,restrictive nearest resolutions are typically a recipe for Burnout so focusing on what we can add to our routine like the right supplements is a much more sustainable approach and since
tCdsALK145E,welcome to another realistic non-diet what aena day as a dietitian started with my soy milk latte of course then I made some oatmeal with some protein powder in there added some peanut butter
IUheeo8b9YI,here's how you can turn ground beef into flour who asked for this content so you want to go animal base but you just can't quit junk food you want to eat stuff that looks like this well I got you I am so sorry to yuck someone's yum but personally I would not want to eat
J3n9_wTuVyg,if you're trying to lose weight is hunger inevitable the sensation of hunger is not necessarily an accurate measure of a calorie deficit for some people hunger can be an indication that your body is asking for more fuel than you are giving it but other times our
5ndgoQcoKgo,if you're still eating your cereal with low calorie almond milk and wondering why you're starving you're doing it wrong let me show you my favorite way to bump up the flavor and the satiety Factor by turning your non-dairy milk
jhzOLM0tCJk,soup season meat Stove Top Stuffing season ground turkey one egg one packet of stove top stuffing and 3/4 a cup of water it smells like Christmas and I'm not mad about it roll some balls
escSv2YvhH4,unpopular opinion chocolate orange is nasty as what do you mean it's such a classic though I don't like eating it I just like slamming it but for all of you orange chocolate lovers I got a super
UoBEaPwyuak,I'm a dietician and this is what I eat in the leadup to a big holiday meal I start my day like any other normal day because I am busy I usually have a protein smoothie some toasted peanut butter and some fruit a balanced hunger
HY53u26KsaI,Taylor Swift is a mastermind not only in the recording studio but she's also got some major baking chops too and it might be Karma that I hate baking but for you guys I'm going to pull off some
m1FpVBVwzl8,Chinese celebrities eat to lose weight she lost 22 lbs in half a month and this is how she do it for breakfast she only drinks one black coffee with one cute sugar for lunch she eats two boiled eggs one tomato and boiled spinach for dinner she eats 200 g of steak lettuce with
TMXQWKd9K4Y,canned cranberry sauce slaps it's Tangy it's sweet it is basically as easy as opening a [Music]
CKKSxdfH53I,is Nutella a huge fear food for you I hear about in my comment section all the time you love Nutella but you're scared to eat it because if you start you just won't stop but if you want to knock Nutella off of its pedestal you have to
4w3DM2sh6Uc,okay I don't have butter I only have Earth Balance is that a tablespoon it looks like a cappuccino
AQOHyB-cyro,Stove Top Stuffing slap why do we only allow ourselves to eat it one day of the year that I'm an adult and I want stuffing when I want it so let me show
1lOpWKa_p_U,seriously Tik Tok Tik Tok took down my video discussing my journey with Eden disorders because it violates Community guidelines took my video down because it promotes negative social comparison when this entire app is about social
f7zajNxkM9g,[Music] yeah I said what I said thanks to Tik Tok hormone girlies showing off their before and after shots of their tatas claiming that taking just a teaspoon of Bolen will increase their
jc2y577esgY,lemon water is a SLE I love lemon water it's alkalinizing alkalizing alkalizing it's very good for the body good to flush out great to drink first thing in the morning first of all while lemon water does provide a bit of vitamin C
G7_RSZVg_So,this is what I'm eating on my bulking diet this is just my lunch introducing carb City this is about the most inefficient way to bulk that I have ever seen to bulk you're going to want to
5q_vSAOSgqA,I was betrayed by my own blood recently I found out that my middle child has been eating Supermarket choc chip muffins these things have over 20 ingredients in there and they're heavily processed my chocolate chip muffins are
7H9VzqkG45A,"I'm doing a juice cleanse today I like to do juice cleanses after I purposely destroy my stomach decide to smoke lay in bed and eat 15,000 calories yesterday so I ordered a juice cleanse before I went to sleep getting a bit miserable ate a bowl of dry lettuce cuz I just"
TKc0upYf7xs,people who eat hard-boiled eggs for weight loss it works you know why because you're literally nauseous for the entire rest of the day basically # EG is the idea that eggs suddenly and unexpectedly start to taste like too
WL_Eqz7kRio,healthy lunch I could eat every day toasted seaweed I like the sheets so good for volume because it fills you up on the right stuff tuna and chicken salad
bO_GGZZW28k,you've heard about boy math you've heard about girl math but let's talk about Wellness culture math if it contains GMOs it's toxic if it contains seed oils it's toxic if it contains GMOs and Seed
CW8MTXpc1B4,things people have yelled at me for on the internet as a dietitian number one saying that seed oils aren't complete poison number two eating unhealthy food or really anything that's not green
gXalroA-J3U,more nutrition truths that Wellness influencers don't want you to know even though the world is obsessed with the risks of fatness you're actually twice as likely to die from being underweight than overweight a vegetable could fart
D8ZyNJiemzI,how to manage your Halloween candy from your nobs register dietitian I really do see Halloween as a great opportunity to help neutralize the Laura sweets as forbidden Foods worthy of overeating so
uEEFV7SkQYw,is what I've been doing to no longer poop water I've been having this much kimchi I have like this much sauerkraut four times a day and I've also added some ginger root I'll take like three of
hwEBi4flTRU,[Music]
IwNnaOo3qTc,attempting a 72-hour fast 14 hours in I'm at the gym to hit a leg day before I lose too much energy I was so hungry after that we're about 24 hours in I'm going to bed so early comes in waves and right now I'm real hungry I got so dizzy
ivVCU71OaFk,more nutrition truths that Wellness influencers don't want you to know no food or supplement can boost your immune system if it did we would all have autoimmune disease eating a single piece of bacon is not
JrsHURW750M,if you're still making your chicken salad with mayo you're doing it wrong tahini chicken salad is the only recipe you need for any barbecues picnics or tailgates this summer I don't actually know what
DvbdySvl538,you should listen to your own excuses to yourself through the lens of how you would hear them if your worst enemy or your least favorite person was giving them to you I am not sure where this is going if my least favorite person told
m86xW7x7H5c,we're going on a ship fun oh I forgot to pack my seos will you be able to supply will there be gluten-free dairy free options on board gluten makes me
YoSj-2Tw_fw,[Music] I'm sorry is Tick Tock just allowing people to proliferate legitimate Pro a
rNv9jmy6Afw,made with real fruit or vegetables this is a super common friend of label claim on kids snacks but also on adults Foods alike let's turn that package around so food ingredients on a label are listed
JnxxrQ181MI,help her by asking the social media algorithms to stop reinforcing to others and to her that this is what the world wants of her and Eugenia
iDE1auEOkUg,and this is not good for vulnerable viewers and it's definitely not good for her you know I lived in a body that was taken over by any
FCDVp5JLHBg,I've stayed silent on Eugenia Cooney for years now and that's mainly because I have like a general policy that I don't talk about people's bodies I only address the potentially problematic
W_XBX73Kw64,you're stupid if you're fat oh boy one of those guys this is because it's so easy to lose weight tell me more Troy any type of nuts most people would be surprised that nuts have a lot of fats and calories in them they're not a
i2UzzokPnRA,guys have trigger warnings gone like way too far so I've always used trigger warnings in my content because it just kind of seemed like the progressive and sensitive thing to do to try to respect
xJwGZSWpIoo,today I'm going to show you how to make one of my favorite easy gut healing breakfast starch is one of the things that can really irritate the gut now IBS symptoms are super tricky everyone's experience of what triggers a flare will
NqZFBh0iZpM,let's talk the shocking truth about long-term ozempicues according to an interview with the creator of glp-1 Agnes medications Yen's host because L7 can often suppress food cravings or
uMCJvDcfK4I,remember the custard toast trend of 2022. why'd we stop doing that so let's bring it back but let's bag [Music] get your bagel and you get bagel bagel bagel whatever you want
K7D_IEukjBA,dessert that's 10 calories it's perfect for the girlies who need dessert every day and like sour candy and like to Crunch on ice the ice a little bit powder A Little Wheel we're making iced lasagna okay oh I don't know who needs
b9sdpAklps0,more unpopular nutrition truths that Wellness influencers don't want you to know The Dirty Dozen is an unscientific marketing tactic to get you to buy more expensive produce
y4gswC_VXsI,more nutrition truths that Wellness influencers don't want you to know lettuce water won't help you sleep it's literally just water boiled in water a hot girl walk is literally just a walk
aWyld5UmkJQ,carnivores cinnamon rolls do exist carnivore cinnamon rolls I mean even though cinnamon doesn't come from an animal and I'm pretty sure it's against The Unofficial carnivore rules to eat
B_aD8BDP4rg,I've been doing this job for over a decade I have seen a lot of dangerous sensationalized Wellness claims on this app but what probably upsets me even more is seeing hyper-restrictive content
4oRlYlYE_RQ,oh Vanessa Bell your first year sleepover Camp you're gonna love it oh now don't forget day one through three you're on your charcoal fast so
oW9_-17S9sQ,this is the summer of Barbie and cottage cheese so let's smash them together and make the most badass pink protein packed breakfast on this app let's call it the Kennedy breakfast so cool step one
B6boW883-EY,it happened I was influenced I got the ninja creamy let's bring a protein ice cream first up banana you can omit this banana haters but let's be real protein smoothies are always better with a
zbgCC9wNDVo,did 95 of diets actually fail so this statistic has been floating around for like decades and for those who have been dieting it's depressing us the good news
fGRCd44yESU,let's play more nutrition truths that Wellness influencers don't want you to know putting oat milk in your coffee isn't going to cause diabetes let the people have their damn coffee the way
tDESIn2FGUQ,more unpopular nutrition truth that Wellness influencers don't want you to know it is completely normal for your blood sugars to rise and fall between meals a completely straight line is an
3rY6OtpuQks,Abby aren't Bagels equivalent to like six slices of bread um [Music] let's do some stuff has 210 calories 39 grams of carbs 6
BUDHN3ttMkc,when I eat a really big snack that's going to keep me full for a long time this is what I made step one we make a dip and Tick Tock is obsessed with because she's for good reason it's got
wOQJI7ZIwo8,you've maybe seen the skinny girl shot here on Tick Tock do this one today and you will get snatched please don't do that do not do this once a day or like ever to combine water
kmb__-QcRl8,when it's in trouble for saying this but sometimes I try to just drink coffee in the morning and like you can start I do my Hunger I do that too but we all do it yeah she just says it um no I'm pretty sure we don't all do
InpjEPKZGlA,[Music] cancer sticks you know every single hot dog shaves six years off your life and it shrinks your ovaries I thought you're a pro-choice I just do not understand the concept of
wPA1IJ3i4kM,people are calling it Nature's ozempic I've got
XwqE_tT1FKI,a lot of people ask me what I look for in a supplement and to me it comes down to three main things quality transparency and third party testing rituals multivitamin checks all the
AQsTHlXVHBQ,we're back with more unpopular nutrition myths that Wellness influencers don't want you to know eating sugar isn't the cause of diabetes it's a little more complicated than that alkaline water doesn't change your body's pH if it did
MeIsxC0NGxk,do you want an honest yet unpopular piece of nutrition advice celery juice only detoxes you because it gives you the runs first of all celery juice is like 98 water and water makes you pee
iB-QUPtK7sY,more on popular nutrition truths that Wellness influencers don't want you to know about eating 3 500 calories less will not make you perfectly lose a pound a week BMI is intermittent fasting isn't Magic it's just a calorie
HJjJKjqrpoY,correct order is vegetables first proteins and fats second and starches and sugars last here are my quick and dirty thought research does suggest that meal component order can have a significant effect on blood sugar though admittedly most of the research like
k8lCwnoloGA,ah Jenny look at you well your makeup looks beautiful oh my God is that Christy from high school or she really let herself go probably
0cgR3s-NVCM,I don't know who needs to hear this but if you're trying to break free from diet culture and you find yourself craving salad or like a fresh juice or something that you know Society considers deity
ZbMle67hV_4,I want to show you a little intuitive eating hack that will completely change your perspective and your relationship with your fear foods like cookies if your goal is to put your fear Foods on
nPb7ngQ8cug,here are five hidden signs that your body is inflamed and you need to act now I'm a dietitian and I see this all the time do you experience bloating headaches mood swings fatigue or brain
sDO3OvRE6bA,[Music] you didn't even make me oh [Music] you're not even using the tripod why did
ozy9LaeG-s8,are you single alone and in need of something sweet in your life I have a girlfriend oh just go along with it I'm going to show you how to make an amazing quickie microwave dessert for one let's
2Y5fQvLbCH8,Abby everyone loved your apple pie bites what else can you do with some graham crackers Oh you mean other than s'mores let's make my strawberry cheesecake bites all right into my little blender
YEeruPtnqTo,Abby I feel like every healthy cookie just tastes like are you able to make me one that actually tastes good you know me I am all sugar sweets
ge2sGhuYHPA,we all remember eating Mr Noodles pretty much every single day breakfast lunch and dinner as college kids did you ever eat them just raw in the back of the bag that was like the only way I ate them
qxVos1yQPiY,ready for some lunch is that really what we're having Brody have I ever steered you wrong I'm gonna show you how we make a frozen pizza a little less I've got some steamed broccoli here and some
_4GMFrrjxA8,happy I've got some graham crackers What would a dietitian do with these oh you are going to love my apple pie bites let's do it okay these could not be
i4cXk0xznV4,Abby what's important to a dietitian when choosing ice cream let me tell you number one
S6rENBTpnys,Abby can you make this can of tuna a little less I feel ya tuna salad s are boring
ESzxDSPGJs8,as a dietitian these are the foods I never keep in the house okay so you probably were expecting me to say chips and cookies and ice cream but since healing my relationship with food I've really found that I've been able to keep
C-CUhjgtDWo,if Selena Gomez had an erwan smoothie like some other celebrities we know she would keep it real as no I don't want people to do that though so as a
nZuV0SB59Kg,Abby everyone always says bagels are unhealthy but how can you use them as a hunger crushing combo oh I got a really great hack for this let me show you we're gonna make an air fryer omelette stuffed Bagel first I'm just going to
3GAl8b8rzoY,oh thank you dear is the pizza paleo dominoes oh I know she's barely walking but this is a great time to get started on a healthy morning routine
FvmmqhOr8wI,I'm a dietitian and I'm going to show you what I ordered Denny's
tbyTUGWO81g,if I get one hamburger with lettuce pickles tomato green pepper grilled onions mustard grilled mushrooms and a
WNMTo1H26nE,I'm a dietitian so I obviously love salad let me show you what I get at Sweet greens I usually like to build my own Bowl my way but they get the most amazing sounding seasonal special with like lots of Brussels sprouts and chicken sweet
tmfAstTVvQo,I'm a dietitian and I'm going to show you some of my favorite healthy Stables that I get at Aldi let's go multigrain flatbreads with flax have 8 grams of fiber and 9 grams of protein this seed
_Q6WwiSE6-M,I don't really even like cheesecake that much I thought we were getting a lunch
vEqLlDf2pCo,good morning good morning you are listening to 105.3 today so how can I help you could I have the egg white veggie omelette bites okay we got the
LD7q2ThJp-E,I'm a dietitian and I'm going to show you what I get at the Cheesecake Factory this is so hard to choose the Oreo
najnSnGSqhs,I'm a dietitian and I'm going to show you a meal that I make with three ingredients from Trader Joe's a little bit of avocado oil a little bit of butter
fCF4bnkzru4,hi there could I please have a nine piece chicken fry small onion rings thank you thank you so much yes I'm aware it's called Burger King and not
Zd7VJuME71A,I have a kids chicken tender meal with applesauce and a mini Butterfinger blast thank you okay so I really came to Sonic
ax5YELyHuJw,I did not think Gwyneth could get any more dangerous to the public but then she posted this he eats something about 12. have coffee have bone broth for lunch I'll do Pilates and thread sauna
jgnw8J4uxo0,please tell me the last time that smelling chocolate gave you the same
z7NyvZW84QE,Canadians have Tim Hortons Americans have Dunkin Donuts and as a Canadian coffee lover I thought it's high time to put our American go-to Dunkin Donuts
MwVlUCtrkzA,on the road and I need some lunch let me show you what a dietitian gets at Wawa I was feeling like Mexican swim with a bean burrito loaded up with veg and
Ti1CCmFMDnQ,I don't know who needs to hear this but if you're trying to break free from diet culture and you find yourself craving salad or like a fresh juice or something that you know Society considers deity
9KnRNKEUM-Y,could I have the egg white veggie omelette bites I'll get the wake up wrap sandwich egg please we can do that for you the toasted almond cold brew oat milk please it's gonna be 15 41. thank
jTD-Rh53Kv0,the price of groceries is through the roof so we're gonna go to Dollar Tree to pick up some healthy Staples to build some balanced meals Let's Go frozen veggies and fruit always great for easy meals protein pancake mix you don't have
YmgnrmmErAM,there's no information anywhere about Pedro Pascal's diet so I was really excited when we got Intel into a Starbucks order because of daddy likey Mama likey I am your cool sweaty Daddy
eJQXR9a2K7o,meal prep with me while we unpack some drama I feel like we need to acknowledge part of like the origin story which is the gross fat shaming that Selena endured when she posted this picture right here first of all Selena looks
t-B5BvPyIPI,as a dietitian this is the one superfood I cannot live without gotcha superfoods are built let's get that straight there are no foods that have magical powers in
sVz5t3xWjuQ,if you're only using balsamic vinegar on salad you need to reevaluate your life or at least your recipe repertoire sure yes balsamic is delicious on salad and
h9FMGlhgQnk,as a dietitian these are the three healthy foods I refuse to buy right now number one lettuce there's a reason why so many restaurants are dropping salads on their menu right now it is expensive
23xICsLrU9w,as a dietitian I never buy these anymore and I'm going to tell you why honestly because it's just like the vegan ones better as you guys know I'm not vegan but there are some key vegan products that I just legitimately enjoy more than
3MMv0dEIhrI,Abby what's your favorite way to eat fish and chips oh I got a really good hat for this one so why don't we order some
X1ziSsW1Daw,Abby I think we need to talk what's up well we ran the reports and it's apparent now that he used cottage cheese in about 99.99 of your recipes oh that reminds
qTjr4RQ38hI,I'm a dietitian and I'm going to show you what I order at Jollibee Fiesta [Music] this is like my favorite thing on the
oSIoOVUmDRo,obvious there a way to make potatoes healthy uh what do you mean like potatoes are healthy potatoes have gone some bad reputation they're actually rich in fiber vitamin C
kroxjlRxb3g,Abby what is a dietitian order at a Greek restaurant oh I love Greek let's order it it smells like really good olive oil lemon and oregano in here and I am for it okay we plated it up let's
erpp6W3zRbs,this is the biggest mistake I see people make when starting a new diet I'm a registered dietitian and I see so many people plan to start a new diet on Monday or on January 1st after New
XwevCUqFEc4,I'm a dietitian and I'm going to show you what I order at Nando's I'll get the
91nVdH0GvQE,Abby as a dietitian what would you say is the best way to make Pop Tarts um second best way oh
6fouHb4lTyQ,yes can I have uh three chicken tenders with honey mustard um and then I'll get a side of a coleslaw please and a side and a side of
q-1_pebYteQ,gluten-free foods have definitely earned a bit of a health halo over the past few years but are they actually healthier for you well like most things in nutrition it kind of depends if your
tesrkPFq3jA,what's a dietitian Sushi order I Love Sushi night let me show you I actually think [Music] s who fats in those fish but let me show
_O_lN1XbLco,I'm a dietitian and I will never cook with this oil flax okay I know you're probably expecting me to say canola but contrary to what all the other nutritionists on this app will tell you canola actually has a very Miracle
fmmw8C7cBeA,um hi there can I have three soft chicken tacos with extra tomatoes jalapenos and lettuce please thank you
_dbSLjhvfSk,I'm a dietitian and I'm going to show you what I ordered from McDonald's for lunch can I get uh just like a hamburger no onion um and can you add uh mustard and
rluZlPqC01A,if you're feeling under the weather stop what you're doing right now because I'm going to show you a super effective and delicious and easy chicken soup there's a reason your mom always made chicken soup when you're sick there's actually
HLydfF7scLI,hey everyone I'm Abby sharp this is everything I eat on a random day started with my obligatory soy milk latte I add some egg tacos with some veggies and some cottage cheese berries and cereal
-FudbmuY214,are you single alone and in need of something sweet in your life I have a girlfriend oh just go along with it I'm going to show you how to make an amazing quickie microwave dessert for one let's
VkC8H320Rw4,Santa has had a hard ass year or so I've heard you know what Santa loves more than just like basic cookies ice cream cookie sandwiches and I've got a lot of presents left to wrap so let me
0eU1ZgwH7tw,Abby you know I'm not a baker but what's a foolproof holiday gift that I could make sure let's
dZm9ZatZOjs,ready for some lunch is that really what we're having Brody have I ever steered you wrong I'm going to show you how we make a frozen pizza a little less I've got some steamed
UHgWK0WgJQw,Brody do you remember this deep and delicious I do you know I tried one recently it was great when I was a kid but keep your expectations low oh well I got it for five bucks
ceqgqICdH6I,lettuce is getting pricey no matter where you shop so if you're missing your greens here are five cheaper alternatives to get your fix number one kale it's great for smoothies sauces
AtDsakgTkHc,we all remember eating Mr Noodles pretty much every single day breakfast lunch and dinner as college kids did you ever eat them just raw in the world that was like the only way I ate them but today
0d_Ql6lUXaE,I have nothing against Frozen convenience Foods I love me a quickie meal but 250 calories of just noodles and a few pieces of broccoli is Not
Sm9_1Ecy29c,want to know what a dietitian looks for in a good cookie I'll show you number one not gluten free listen I'm so grateful that we have a wide range of gluten-free products out there for folks
LOErXO3eVWo,Jenny you know you can't eat that it's about gluten oh my goodness Jenny a moment on the lips a Lifetime on the hips why do you even have these oh thank goodness you've got me here heart racing
C2CRDKIMBFk,this is the one thing I never put in my body as a registered dietitian and I'm going to tell you why honestly I just don't like it we have over 500 studies on aspartame and products like Diet Coke
ObpUlHau-TY,[Music] living lovely okay folks olive oil is rich in skin supporting nutrients like vitamin E and
tAUGo2_HmmM,Brody are you team jelly or whole Berry my family always have the jelly well that's too bad because my family always did whole Berry and I'm going to show you how
NOoRKkgQ7pU,happy what holiday pie does a dietitian pick um um the one you like the most and I like pumpkin
YzubzqCPkYU,Abby was a dietitian eat during the day before a holiday dinner to save calories before the big Feast um does
sgmvjiZdcOA,have you I always find that I need to eat during the night what's a good balanced snack that I can make before bed let me show you all my favorite hunger crushing combo bedtime snacks we're bedtime snack
HTG-MaSUaX0,here are three things a dietitian won't buy at the grocery store unless you want a dutch oven your partner every night these are not my idea of a brownie it may have 50 fewer calories but it is
I2mjvj0HPJg,everyone on a dietitian or is that chipotle I'll show you so on the bottom there I did half white rice because I prefer white rice to Brown but I don't love a lot of rice and I find that a lot
X02nvpL9gpM,Bella Hadid just posted the most insane looking sandwich and I think I need to try it so we're gonna try to get through it as fast as we can olive oil balsamic
0NskB9pdPcE,so as a dietitian how do you like to make your eggs anyway all the ways but if I had to pick a single way to do eggs this is what I do most often
FL_PA8RXlWA,cause you're just a man honestly is any kind of milk sacred these days okay folks let's go over this one quick oats contained carbohydrates
0SIJlwPjLMk,welcome to Wendy's hi um can I have the Apple pecan salad and a Junior Frosty please the chocolate and
fIYwl6TGo6Q,my PMS slash birthday Edition but I mean bikes are healthy today because if I know I'm getting my period soon I really make sure I'm healthy to avoid any period cramps we just want to be cautious about putting too much stock
XeUwaDUx6-0,yes can I have a grande soy milk latte um and I'll get the egg white um bites and I'll get an oatmeal I'll
wc8PmDdKGPk,what are you doing I'm deconstructing my sandwich Tick Tock said that I have to eat the vegetables first to meet second and then the bread if I want to manage my blood sugars research suggests that
uRGvL7HczNY,make sure everyone sees the ingredients bad guys there's sunflower oil in this why do
C-pdpyF3lrw,hey everyone i'm abby sharp i'm a registered dietitian and this is what i eat in a day when i'm super tired af coffee is essential i did an iced soy latte i had a greek yogurt parfait with chocolate chips banana and granola plus
veh98fUAzdU,this is gonna be a hot take and i know i'm gonna get a lot for it but this is something that i have to call out mayonnaise is gross as i'm kind of weird about my mayonnaise
WNHTQnrcG5c,i'm a dietitian and this is what i eat in a day coffee always then i mix some protein powder into my cereal with berries plus a slice of sourdough with cream cheese and figs lunch was quesadillas with some salad and guac plus a little greek yogurt
Gd5nnK_2geE,I am so glad I'm done dieting and can enjoy cereal again samies I see you got some Pebbles there personal fave of mine I'll pour you aable oh no thanks rain check brand flakes nuts berries in a
9OJdx53KlF4,the kitchen is officially closed anyone got a lock pad what's uh going on here I've been really good today and I'm not about to let a stupid laps and willpower
Fuz3gq27phk,snack time samies have you tried this combo it's delicious no thanks I'm trying to avoid any high carb foods um what the carrots they have carbs and
GcyujZasFpI,she calls it Berry cheesecake fluff okay so it's not the most creative name but this creamy dreamy pile of goodness is delicious it is the perfect sweet snack
QJ7MIUsLLZo,Where's your green juice and are those carbs is that a vegetable M have these
IJhzy0qK0WA,I wish I wasn't so restrictive and can just let myself eat I mean look how confidently Katie polishes off her food what is wrong with me I've been a not so proud member of The Clean Plate Club since the '90s how come I can't just
gDwH1qIwL2g,okay Burger tacos are the best because they can fit so many toppings and this special sauce it's the best and
YZsW4c-TNy4,I have got to lose some weight why do you say that because I don't feel good I just got to set a goal weight and be real good at working towards that okay
AhDJLXo0eXU,Sarah stopped dieting and she lost weight I kind of hope that happens to me Rachel stopped dieting and she gained weight I know I shouldn't feel this way but I'm worried that'll happen to me Ashley stop dieting and girlfriend
dJqq6offTQk,we're gonna talk about weit what am I waiting for no we're gonna talk about wait I am waiting but would you hurry it up no I'm going to talk about the topic
GCo-QvL99Z0,copycat zesty lime MC wraps Mickey D only sells these in Canada so I had to make my own nailed it here's how I made it first
cwfwwiOxBiA,I hate my body maybe I'll try those Slim Fast shakes that'll fix it I would kill to look like that again I'm so gross now let me just download My Fitness pil real
kNCUbzIKcRQ,I would gain like 10 lb from eating a single cookie I used to feel that way too but the reality is your body doesn't really change after eating a single
vGGJggHyh5A,protein bars that actually taste good and help keep me feeling full I've been eating These Bars from Costco for years they're some of the most affordable ones belt bars are a totally different vibe they're much more chewy I like them chilled in the fridge bear balls are a
GkaPIM_p790,I cannot believe you actually made these can't fathom why I wouldn't because you're literally taking carbs and shoving fat and sugar into them and it is delicious don't come crying to me
uTbUYacD2yE,this is cookie dough and this is cottage cheese they're both delicious but they are not the same so let's stop pretending like they are I just bought this so let me show you how I made this
h8Q196jdezI,check it out I made my own high protein peanut butter eggs oh that's a fun little snack I snagged one at the store that's the difference between you and me I care about my health it's totally okay
91uqJJEDx7A,happy Easter sweetie now instead of hunting for eggs filled with toxic chemically filled junk we're going to go on a hunt for nature's candy dates let's
5oMfXenFHDg,breakfast time huh wait are those waffles yeah I had a hankering so I bought a box of Frozen ones you can have a couple if you want isn't that kind of a lot of carbs you got going on oh wait
N2WohPhz_n4,Pizza soup that you got to make ASAP a because it is insanely delicious but B time for soup season is running out friends oh yeah let's make it add oil to
ZX6gNSODQ9U,I'm a registered dietician and I'm going to share with you my favorite recipe for a healthy shamrock shake what can I get for you can I get a medium shamrock shake
_A2gn6CLqBI,had a bad day you taking one down you sing a sad song just to turn it around you say you don't know tell me
UtuT9HbJgCQ,lunchtime same here I'm starving what you got there watermelon duh did you know it's like 92% water so you can eat like so much of it with so few calories
EPsKHtIQ3aU,how to evaluate a protein bar the source of protein can differ some people's tummies tend to feel better with certain kinds exactly how much protein there is no legal definition for what counts as a
lSV9GOUpo9A,happy cat shamrock shake set Mickey de doesn't get this fancy that's good let's make it blend up vanilla ice cream milk peppermint
yFmibiRf8ZQ,[Music]
v3NG4MiaEkQ,I'm not even hungry but I just want to eat these aren't even good they're so still oh yeah I think I might know why tell me and take these away no I'm not
FotAC3HpXwE,um those are not muffins those are cakes way too many carbs for the morning o I love these they may not give as long lasting energy as say a bowl of oatmeal but we can still enjoy them um peanut butter with added oil and sugar never
eSqSsbqF8KI,you could eat all of this or one of these yeah I want the cookies no no no you're supposed to pick this it's way healthier if I try to curb my craving
aP4VfnU7Vv0,protein bars can be a great tool in your nourishment toolbx like pretty much all things they do have pros and cons dieting behaviors and restrictive eating
PfwKmtdUYK8,this is not a shamrock shake but it is a minty smoothie and it is delicious let's make it blend up a banana spinach chopped Apple freshman add some milk a scoop of protein powder if you like and
a-IV7HUzL5M,grown ass women do I'm a grown ass woman
lZRU50mb0Yg,here's everything I eat in a day with no food rolls I took the strawberry cheesecake smoothie I'm obsessed with lately and turned it into a ninja creamy style this is so good it is delicious and filling what's not to love mini
Ojy0BXC89dg,only eating junk food is not necessarily a right of passage for your intuitive eating Journey it's not wrong or bad but often times people think that only eating these types of foods is how you
fOl2so7_8Xg,oh hey girl what's for dinner I made some pasta there's some in the pot if you want some wait with like real noodles don't you have like a spiralizer around here somewhere zoodles are like magic way
fwjSTaAradM,I'm trying to e intuitively but I'm not losing any weight what makes you think you need to lose weight well I don't feel good okay that's valid let's focus on that part instead of the weight part
ZRURl82xq2c,dill pickle chicken salad is literally what dreams are made of let's make it I firmly believe this tastes the best with Costco rery chicken add pickle celery and green onion then combine Mayo dill
Q7vMd1j5ZOM,here's everything I eat in a day with no food rules not everyday starts with donuts but this one did it was Fat Tuesday so my husband and I did a little sampling of some punchies tried my hand at some Savory oats when I got more
RgW_cjr5BjM,let's do this what are you doing this mental toughness challenge it's not a diet culture diet about how you look it's about overhauling your life you've
5y2gxzNm5hI,now sweetie don't eat all of Mommy's 100 calorie packs okay sweetie don't touch anything that comes in a package yeah it's all chemicals and you'll die I really Can't Believe It's Not Butter oh
adIR4_gCdqE,check out my bun hun oh in mood for a little handheld salad are we well this allows me to eat the fries too there's nothing wrong with enjoying a crisp lettuce wrapped burger if that's what
dCzl7tDl5Yk,fear of weight gain is a learned behavior due to unrealistic standards of beauty our standards are ever shrinking it's been seen in the Miss America Pageant contestants over the years with
jbWBxocBDpU,M apparently that's what all the cool kids are doing anyway strawberry cheesecake smoothie let's make it grab your gorgeous self some frozen strawberries then add flax seed cottage
jFszgVqBibA,oh man well good Morning Starshine morning where's the coffee it's over there and there's some creamer in the fridge if you want some add extra calories and sugar to it I don't think
ntBWhkt4C0M,oh yes come on I think this is what heaven tastes like prepare a box brownie mix according to package of directions and put it in an 8 by8 pan in a separate
yp9L2YHX3rQ,Susan is totally crushing her workouts you see how much weight she's lost remember how we talked about not commenting on someone's weight yeah but it's okay because she's truly doing it
