ID,first_three_sentences
2M1Rzp2sR48,"this is what a lazy dietitian eats for lunch. first get your bread- i use sourdough- and spread some trader joe's green goddess dressing on one side. add turkey slices- i like black pepper, some avocado, greens, pepper and drizzle with balsamic glaze."
lyQ__en_zoM,these are the best and worst asian trader joe's products. the steamed chicken soup dumplings are fantastic. 10 out of 10 lives up to the hype.
wCuI5OrjhGI,"welcome to another realistic non-diet. what aena day as a dietitian started with my soy milk latte, of course. then I made some oatmeal with some protein powder in there, added some peanut butter for healthy fats, lots of berries, some hemp Parts on top."
e-xHZopzuUk,"things people have yelled at me for on the internet as a dietician. number one: saying that seed oils aren't complete poison. number two: eating unhealthy food or really anything that's not green juice, salad or avocado toast folks."
LFrT3oEW02w,apparently this one original Crispy Cream dut has nearly 100 ingredients. they also have Valentine's donuts for the day of love. it would be very loving to give your loved one a donut that has nearly 300 ingredients.
FaGnvfxTPPA,"this is the most important piece of advice I can give. hey, everyone, I'm Abby sharp, I'm a registered dietician and there is a lot of shady, extreme, hyper restrictive weight loss advice floating around right now: skip this meal, cut out these Foods, drink this tonic, Etc. that I'm all about a non-restrictive, additive approach to food, even when you're trying to lose weight."
an8UREDhAFA,"okay. so I just bought a brand new ninja creamy Deluxe, because my first one blew up. so let's make protein ice cream."
2y8ZmEMOhVg,"love me a wedding, a day that doesn't start with a full-on body check. okay, so those eggs look amazing and I love that. we've got protein, fat and, depending on what type of bread, at least we're getting a little fiber in there too."
85PSwShkqiE,"so the first thing that we're going to do is we're going to take our donut pakas and our nectarin and we're going to cut them in half now for your jelly filling. what we're going to do is we're going to take the jelly from one of your figs, we're going to scrape it out and then we're going to put it in the middle of the dut so it tastes like raspberry jam, sh together to make your jelly donut, just like this. okay, no, immediately."
Dbr1o0Wo3rE,"I love when you insert yourself into things that have nothing to do with you. you don't have a goal body, so why listen to you? I am so glad I'm at a point in my life and my relationship with my body where I read a comment like this and I think, wow."
egjMGkzTLf8,"[Music]. I'm sorry, what did I just watch? who approved that ad?"
eZWzSz2okXc,"I love omad and I don't no, but I'm glad this is working for Gabby. but as a dietitian, I'm not a fan of the omad diet and I'm going to tell you why. it is next to impossible to get all of your micro and macro needs into one meal."
9ZU8GgDRQpA,"this is wild. Kelly rea's trainer just revealed exactly what Kelly eats in a day and, honestly, I am shook. what has shook me to my core is that this diet is literally identical to what she posted on Harper's Bazar in 2020. that I responded to way back then in her Harper's bizarre food Diaries, which got purposefully scrubbed from the internet due to backlash."
EbH6w94J_ZE,"If This Were my family and I was visiting for the holiday, I would be putting this piggy in the microwave and setting the timer for just long enough for me to get the out of there. no, but seriously, I think the saddest part about this video, which has amassed well over a million views, is that there are people in the comment section who are not just suggesting that they want to get this for themselves, but that they want to buy this for their kids, their children, and people are liking that suggestion. so, folks, research has made it Crystal Clear: kids whose diets are heavily controlled and restricted are more likely to become overweight and obese as adults, and they're also more likely to suffer lower self-esteem, body dissatisfaction and depression."
nm6HKabxdBw,"[Music]. all the millennial women who have been burned by D culture are like in the comments, calling out their favorite Bagel orders. because we grew up in a time when eating a bagel was equivalent to like screwing around with your high school best friend's boyfriend."
x3-jCOGtEVU,get love this breakfast. carbs and protein are really important for before any kind of physical activity like a big rehearsal. I mean I might even add some fruit in there for some extra carbs to make sure she's really well fueled.
IJq8W4ixR3Q,"welcome to a body shot free day of eating. we were shooting, so I made a quick protein shake using my brand new theories 2inone plantas probiotic protein powder. I was feeling like vanilla bean, so that's what I went with today and I served that with some whole grain pancakes with peanut butter and fruit."
CKsWRpCAci4,my 17-year-old daughter thinks I'm an almond Mom. I don't think I am. so let's do a pantry tour and you guys can decide.
z1WYXX5bo_g,the supplement: world is a broken industry. it is truly the Wild West.
Jd3Z9F1sqjo,"as a dietician, I never drink or eat fat-free Dairy, and since you asked, I'm going to tell you why. so it is true that most official nutrition guidelines still recommend low or no fat Dairy. we're now learning that higher fat Dairy contains unique fatty acids like butyrate, and other beneficial compounds like conjugated linolic acid, vitamin D and gangliosides that may offer some protective effects that we miss out on when we go skim."
YoinrR3DsUM,"every morning my mom drinks this 900 calorie drink. that I think is absolutely absurd. so she grinds up some almonds and pumpkin seeds because she says chewing it just too much work, so she just grinds it all up and then she adds in some olive oil."
fOn9OPilmRU,"since when are rice cakes healthier than oats? now, don't get me wrong. this looks like it could be really good, I mean especially for you were to use one of those like caramel rice cakes, yes, please."
XGxm0Kp0PjM,"if you're trying to lose weight, this is one of the simplest and most important things you can do. one of the most evidence-based ways to support your weight loss without extreme restriction is to eat a high protein breakfast. protein is King in the satiety hierarchy and the Apex of my Hunger cushion combo."
FxqlFmnKvWE,does chewing gum release the same appetite suppressing chemical in weight loss drugs like OIC? you know I was hesitant to respond to this question because I think it has the potential to encourage very disordered behaviors. but you guys ask me about this a lot and I don't believe in censoring science.
dZDWrgb49sw,"more unpopular nutrition truths that Wellness influencers don't want you to know. emergency is not going to cure your cold if you're chronically skimping on sleep. a fruit smoothie may be less satiating than the equivalent amount of whole fruit, but it doesn't mean that it's bad."
pSycJYn4FBY,"hi, I'm Abby sharp and this is what a registered dietitian eats in a day. obviously we had my soy milk latte and I had a random piece of fruit and a piece of cheese on my way to dropping the kids off at school. then I got back home and I threw on my house uniform, AKA my house coat."
lUWpj0HDx50,"Chinese celebrities eat to lose weight. she lost 22 lbs in half a month and this is how she do it. for breakfast, she only drinks one black coffee with one cute sugar."
3Mku_mAllBY,"more unpopular nutrition truths that Wellness influencers don't want you to know. living off of salt and vinegar chips during pregnancy is far less dangerous for baby's Health than not being able to eat much at all. if sugar and food dyes encourage your sick kid to take their meds, they're more of a superfood than blueberries and peas."
tzGx_kBDQBQ,welcome to the 50 brain cell challenge. so the way the 50 brain cell challenge works is: every one ingredient is minus one brain cell and you have 50 brain cells at the beginning of the day. in your job is to Ed up with the most brain cells at the end of the day.
FAghltceI5E,"Abby. everyone always says bagels are unhealthy, but how can you use them as a hunger crushing combo? oh, I got a really great hack for this."
yMMUN-Zeje0,"restrictive nearest resolutions are typically a recipe for Burnout. so focusing on what we can add to our routine, like the right supplements, is a much more sustainable approach and since our gut health affects every other system in our body, focusing on prebiotics, probiotics and postbiotics can be key. if that sounds like the same word rice, let me break it down: probiotics are the good gut bacteria, prebiotics are the food that feed the bacteria and postbiotics are the beneficial byproducts from the bacteria digesting their fuel."
tCdsALK145E,"welcome to another realistic non-diet. what aena day as a dietitian started with my soy milk latte, of course. then I made some oatmeal with some protein powder in there, added some peanut butter for healthy fats, lots of berries, some hemp Parts on top."
IUheeo8b9YI,"here's how you can turn ground beef into flour. who asked for this content? so you want to go animal base, but you just can't quit junk food."
J3n9_wTuVyg,"if you're trying to lose weight, is hunger inevitable? the sensation of hunger is not necessarily an accurate measure of a calorie deficit. for some people, hunger can be an indication that your body is asking for more fuel than you are giving it, but other times our hunger cues can be misaligned with our body's true needs."
5ndgoQcoKgo,"if you're still eating your cereal with low calorie almond milk and wondering why you're starving, you're doing it wrong. let me show you my favorite way to bump up the flavor and the satiety Factor by turning your non-dairy milk into protein milk: allmond milk, down your favorite protein powder and a quick little. this is actually my favorite way to drink my protein shake, because I love a little texture and crunch."
jhzOLM0tCJk,"soup season meat, Stove Top Stuffing, season ground turkey. one egg, one packet of stove top stuffing and 3/4 a cup of water. it smells like Christmas and I'm not mad about it."
escSv2YvhH4,"unpopular opinion. chocolate orange is nasty, as what do you mean? it's such a classic though I don't like eating it, I just like slamming it."
UoBEaPwyuak,I'm a dietician and this is what I eat in the leadup to a big holiday meal. I start my day like any other normal day. because I am busy.
HY53u26KsaI,"Taylor Swift is a mastermind not only in the recording studio, but she's also got some major baking chops too. and it might be Karma that I hate baking, but for you guys I'm going to pull off some vigilante. but I've got a question: are her famous chai sugar cookies sweet nothings, or do they taste like snow on the beach?"
m1FpVBVwzl8,"Chinese celebrities eat to lose weight. she lost 22 lbs in half a month and this is how she do it. for breakfast, she only drinks one black coffee with one cute sugar."
TMXQWKd9K4Y,"canned cranberry sauce slaps. it's Tangy, it's sweet, it is basically as easy as opening a [Music] can. Okay, but seriously, why can that sometimes be so hard?"
CKKSxdfH53I,is Nutella a huge fear food for you. I hear about in my comment section all the time. you love Nutella but you're scared to eat it because if you start you just won't stop.
4w3DM2sh6Uc,"okay, I don't have butter, I only have Earth Balance. is that a tablespoon? it looks like a cappuccino."
AQOHyB-cyro,Stove Top Stuffing slap. why do we only allow ourselves to eat it one day of the year that I'm an adult and I want stuffing when I want it? so let me show you how to turn this box of breadcrumbs and some salt into a full meal that you can eat all year round.
1lOpWKa_p_U,"seriously Tik Tok. Tik Tok took down my video discussing my journey with Eden disorders because it violates Community guidelines. took my video down because it promotes negative social comparison, when this entire app is about social comparison."
f7zajNxkM9g,"[Music]. yeah, I said what I said, thanks to Tik Tok, hormone girlies showing off their before and after shots of their tatas claiming that taking just a teaspoon of Bolen will increase their bus size. but is this legit?"
jc2y577esgY,"lemon water is a SLE. I love lemon water. it's alkalinizing, alkalizing, alkalizing."
G7_RSZVg_So,"this is what I'm eating on my bulking diet. this is just my lunch, introducing carb City. this is about the most inefficient way to bulk that I have ever seen to bulk."
5q_vSAOSgqA,I was betrayed by my own blood. recently I found out that my middle child has been eating Supermarket choc chip muffins. these things have over 20 ingredients in there and they're heavily processed.
7H9VzqkG45A,"I'm doing a juice cleanse today. I like to do juice cleanses after I purposely destroy my stomach, decide to smoke, lay in bed and eat 15,000 calories yesterday. so I ordered a juice cleanse before I went to sleep, getting a bit miserable, ate a bowl of dry lettuce cuz I just needed to chew something."
TKc0upYf7xs,people who eat hard-boiled eggs for weight loss. it works. you know why?
WL_Eqz7kRio,healthy lunch. I could eat every day toasted seaweed. I like the sheets.
bO_GGZZW28k,"you've heard about boy math, you've heard about girl math, but let's talk about Wellness culture math. if it contains GMOs, it's toxic. if it contains seed oils, it's toxic if it contains GMOs and Seed oils, but Haley Bieber was seen eating it."
CW8MTXpc1B4,"things people have yelled at me for on the internet as a dietitian. number one, saying that seed oils aren't complete poison. number two: eating unhealthy food or really anything that's not green juice, salad or avocado toast folks."
gXalroA-J3U,"more nutrition truths that Wellness influencers don't want you to know. even though the world is obsessed with the risks of fatness, you're actually twice as likely to die from being underweight than overweight. a vegetable could fart on your cracker or chips and it can be labeled as made with real vegetables."
D8ZyNJiemzI,how to manage your Halloween candy from your nobs register dietitian. I really do see Halloween as a great opportunity to help neutralize the Laura sweets as forbidden Foods worthy of overeating. so this is our Halloween candy protocol 101. step one: allow yourself or your kids unlimited access to their Halloween candy on Halloween night.
uEEFV7SkQYw,"is what I've been doing to no longer poop water. I've been having this much kimchi, I have like this much sauerkraut four times a day, and I've also added some ginger root. I'll take like three of these as well and I'm no longer shedding water."
hwEBi4flTRU,"[Music]: wow, we are really scraping the bottom of the barrel for clever weight loss hooks. now, right, no bad angles. you're not fat, you're toxic people not like."
IwNnaOo3qTc,attempting a 72-hour fast. 14 hours in I'm at the gym to hit a leg day before I lose too much energy. I was so hungry.
ivVCU71OaFk,"more nutrition truths that Wellness influencers don't want you to know. no food or supplement can boost your immune system. if it did, we would all have autoimmune disease."
JrsHURW750M,"if you're still making your chicken salad with mayo, you're doing it wrong. tahini chicken salad is the only recipe you need for any barbecues, picnics or tailgates this summer. I don't actually know what happens at a tailgate, but us Canadians love the idea of it."
DvbdySvl538,"you should listen to your own excuses to yourself through the lens of how you would hear them if your worst enemy or your least favorite person was giving them to you. I am not sure where this is going. if my least favorite person told me that she was too tired to go to the gym, or oh, I don't, I don't eat clean, that's a lot of work, I would immediately lose respect for them because I'm like I'm lazy, they're just lazy, that's just an excuse."
m86xW7x7H5c,"we're going on a ship fun. oh, I forgot to pack my seos. will you be able to supply?"
YoSj-2Tw_fw,"[Music]. I'm sorry, is Tick Tock just allowing people to proliferate legitimate Pro a and a content on this app. now, this piece of content is particularly problematic, not only because it's promoting a very stereotypical Behavior, but it's equating that behavior with sex appeal, privilege and luxury, while equating eating- I don't know actual food is a snack with an unattractive face filter and financial disadvantage."
rNv9jmy6Afw,"made with real fruit or vegetables. this is a super common friend of label claim on kids snacks, but also on adults Foods alike. let's turn that package around."
JnxxrQ181MI,"help her by asking the social media algorithms to stop reinforcing to others and to her that this is what the world wants of her. and Eugenia, I don't know you, I'm not your dietitian, I'm obviously like, not your friend. I've never met you, but I can identify with a lot of the things I've heard you say in the past."
iDE1auEOkUg,"and this is not good for vulnerable viewers and it's definitely not good for her. you know I lived in a body that was taken over by any, and so I know how I interpreted positive reinforcement, the likes, the followers, even the comments expressing obvious concern. all of those can be equated with success: that the smaller my body, the further I push, the more love and attention I receive."
FCDVp5JLHBg,"I've stayed silent on Eugenia Cooney for years now and that's mainly because I have like a general policy that I don't talk about people's bodies. I only address the potentially problematic behaviors that they share and promote. and Eugenia specifically is a really interesting case because, you know, even though her body is very likely triggering for a lot of people, as evidenced by a lot of her comment sections, she doesn't explicitly promote specific problematic behaviors, even if to so many people it's implied."
W_XBX73Kw64,"you're stupid if you're fat. oh boy, one of those guys. this is because it's so easy to lose weight."
i2UzzokPnRA,guys have trigger warnings gone like way too far. so I've always used trigger warnings in my content because it just kind of seemed like the progressive and sensitive thing to do to try to respect people's trauma and try to protect them from harm. but Recent research actually suggests that trigger warnings may be contributing to that harm.
xJwGZSWpIoo,"today I'm going to show you how to make one of my favorite easy gut healing. breakfast starch is one of the things that can really irritate the gut. now, IBS symptoms are super tricky."
NqZFBh0iZpM,"let's talk the shocking truth about long-term ozempicues, according to an interview with the creator of glp-1, Agnes medications, Yen's host. because L7 can often suppress food cravings or hedonic hunger, people kind of lose pleasure in food and after two years life becomes miserably boring. the result: you get off the drug and you go back to life as usual."
uMCJvDcfK4I,remember the custard toast trend of 2022.. why'd we stop doing that? so let's bring it back. but let's bag [Music].
K7D_IEukjBA,dessert. that's 10 calories. it's perfect for the girlies who need dessert every day and like sour candy and like to Crunch on ice.
b9sdpAklps0,more unpopular nutrition truths that Wellness influencers don't want you to know. The Dirty Dozen is an unscientific marketing tactic to get you to buy more expensive produce. this juice isn't the sole cause of disease and this juice isn't the cure for it.
y4gswC_VXsI,more nutrition truths that Wellness influencers don't want you to know. lettuce water won't help you sleep. it's literally just water boiled in water.
aWyld5UmkJQ,"carnivores, cinnamon rolls do exist- carnivore cinnamon rolls, I mean, even though cinnamon doesn't come from an animal, and I'm pretty sure it's against The Unofficial carnivore rules to eat powdered egg whites instead of whole eggs. but I feel like this just goes to show how stupid these diet labels truly are. these are not carnivore cinnamon rolls."
B_aD8BDP4rg,"I've been doing this job for over a decade. I have seen a lot of dangerous, sensationalized Wellness claims on this app. but what probably upsets me even more is seeing hyper-restrictive content disguised as intuitive eating, anti-dieting or Ed recovery tips."
4oRlYlYE_RQ,"oh, Vanessa Bell, your first year sleepover Camp. you're gonna love it. oh, now, don't forget day one through three."
oW9_-17S9sQ,"this is the summer of Barbie and cottage cheese, so let's smash them together and make the most badass pink protein packed breakfast on this app. let's call it the Kennedy breakfast. so cool."
B6boW883-EY,it happened. I was influenced. I got the ninja creamy.
zbgCC9wNDVo,"did 95 of diets actually fail. so this statistic has been floating around for like decades and for those who have been dieting, it's depressing us. the good news is that it's actually BS and it was based on a really shitty study from the 50s."
fGRCd44yESU,let's play more nutrition truths that Wellness influencers don't want you to know. putting oat milk in your coffee isn't going to cause diabetes. let the people have their damn coffee the way they like it.
tDESIn2FGUQ,more unpopular nutrition truth that Wellness influencers don't want you to know. it is completely normal for your blood sugars to rise and fall between meals. a completely straight line is an unnecessary goal.
3rY6OtpuQks,"Abby, aren't Bagels equivalent to like six slices of bread? um? [Music]."
BUDHN3ttMkc,"when I eat a really big snack that's going to keep me full for a long time. this is what I made. step one: we make a dip, and Tick Tock is obsessed with because she's for good reason."
wOQJI7ZIwo8,you've maybe seen the skinny girl shot here on Tick Tock. do this one today and you will get snatched. please don't do that.
kmb__-QcRl8,"when it's in trouble for saying this. but sometimes I try to just drink coffee in the morning and, like you can start, I do my Hunger. I do that too, but we all do it."
InpjEPKZGlA,"[Music] cancer sticks. you know, every single hot dog shaves six years off your life and it shrinks your ovaries. I thought you're a pro-choice."
wPA1IJ3i4kM,"people are calling it Nature's ozempic. I've got, I've gone and over a thousand type 2 diabetes patients found that, when compared to Lifestyle modification or a placebo, berberine did reduce blood sugar and blood lipids. it wasn't necessarily better than oral medications like metformin on its own, but when they were combined there was a significant Improvement."
XwqE_tT1FKI,"a lot of people ask me what I look for in a supplement and to me it comes down to three main things: quality, transparency and third party testing. rituals, multivitamin checks- all the boxes. they're all about delivering exactly what you need in highly bioavailable forms rather than like a hundred ingredients in non-clinical dosages."
AQsTHlXVHBQ,we're back with more unpopular nutrition myths that Wellness influencers don't want you to know. eating sugar isn't the cause of diabetes. it's a little more complicated than that.
MeIsxC0NGxk,"do you want an honest yet unpopular piece of nutrition advice? celery juice only detoxes you because it gives you the runs. first of all, celery juice is like 98 water, and water makes you pee, and peeing is one of our body's natural detoxing mechanisms, so just want to clear that part out there."
iB-QUPtK7sY,more on popular nutrition truths that Wellness influencers don't want you to know about. eating 3 500 calories less will not make you perfectly lose a pound a week. BMI is intermittent.
HJjJKjqrpoY,"correct order is vegetables first, proteins and fats second and starches and sugars last. here are my quick and dirty thought. research does suggest that meal component order can have a significant effect on blood sugar, though admittedly most of the research- like this study- has been done on folks with diabetes."
k8lCwnoloGA,"ah, Jenny, look at you well, your makeup looks beautiful. oh my God. is that Christy from high school or she really let herself go?"
0cgR3s-NVCM,"I don't know who needs to hear this, but if you're trying to break free from diet culture and you find yourself craving salad or like a fresh juice or something that you know Society considers deity, you're not relapsing, you're not like failing at intuitive eating or anti-diet mentality if you choose a light lunch or a smoothie for breakfast because that is what you feel like that day. diet culture doesn't own salad or green juice or like lemon water. for goodness sakes, sometimes, a super crunchy bowl of lettuce with, like, lots of veggies is what your body needs and is asking for."
ZbMle67hV_4,"I want to show you a little intuitive eating hack that will completely change your perspective and your relationship with your fear foods like cookies. if your goal is to put your fear Foods on the same playing field as all other Foods, you need to literally put them on the same plate. so I want you to take the food that you deem as like junk or bad or unhealthy and literally put it on the same plate as other foods that provide more nourishment."
nPb7ngQ8cug,"here are five hidden signs that your body is inflamed and you need to act now. I'm a dietitian and I see this all the time. do you experience bloating, headaches, mood swings, fatigue or brain fog?"
sDO3OvRE6bA,"[Music], you didn't even make me. oh [Music], you're not even using the tripod. why did we bring it up here?"
ozy9LaeG-s8,"are you single, alone and in need of something sweet in your life? I have a girlfriend. oh, just go along with it."
2Y5fQvLbCH8,"Abby, everyone loved your apple pie bites. what else can you do with some graham crackers? Oh, you mean other than s'mores?"
YEeruPtnqTo,"Abby, I feel like every healthy cookie just tastes like. are you able to make me one that actually tastes good? you know me, I am all sugar sweets."
ge2sGhuYHPA,"we all remember eating Mr Noodles pretty much every single day- breakfast, lunch and dinner- as college kids. did you ever eat them just raw in the back of the bag? that was like the only way I ate them."
qxVos1yQPiY,"ready for some lunch. is that really what we're having, Brody? have I ever steered you wrong?"
_4GMFrrjxA8,"happy I've got some graham crackers. What would a dietitian do with these? oh, you are going to love my apple pie bites."
i4cXk0xznV4,"Abby. what's important to a dietitian when choosing ice cream? let me tell you number one: go uh, cookie dough, caramel cups, peanut butter cups, nuts- oh, all of the above and three something on sale so I can get a bunch of them because, come on, varieties of spice of life."
S6rENBTpnys,"Abby, can you make this can of tuna a little less? I feel ya tuna salad s are boring. okay, don't come at me."
ESzxDSPGJs8,"as a dietitian, these are the foods I never keep in the house. okay, so you probably were expecting me to say chips and cookies and ice cream, but since healing my relationship with food, I've really found that I've been able to keep these Foods in the house and largely forget about them. so what do I never buy?"
C-CUhjgtDWo,"if Selena Gomez had an erwan smoothie, like some other celebrities, we know she would keep it real as no, I don't want people to do that though. so, as a dietitian, let me show you what I would make if I was partnering up with Selena to make an erwan smoothie. so we're gonna do."
nZuV0SB59Kg,"Abby. everyone always says bagels are unhealthy, but how can you use them as a hunger crushing combo? oh, I got a really great hack for this."
3GAl8b8rzoY,"oh, thank you dear. is the pizza paleo dominoes? oh, I know she's barely walking, but this is a great time to get started on a healthy morning routine."
FvmmqhOr8wI,"I'm a dietitian and I'm going to show you what I ordered Denny's. I'm usually not an egg white girl, but this fit slam actually offers a ton of balance without having to make any modifications. so we've got tons of protein in the turkey bacon and the egg white scramble, lots of veggies in there as well, plus some extra fiber in our fruit and our English muffin."
tbyTUGWO81g,"if I get one hamburger with lettuce, pickles, tomato, green pepper, grilled onions, mustard grilled mushrooms and a little prize. your options of five guys are pretty straightforward, basically Burgers and Fries. my tactic is to load up with as many free veggie toppings as possible to get in a little extra fiber, so good."
WNMTo1H26nE,"I'm a dietitian so I obviously love salad. let me show you what I get at Sweet greens. I usually like to build my own Bowl my way, but they get the most amazing sounding seasonal special with like lots of Brussels sprouts and chicken, sweet potato, apples, nuts, all the good stuff."
tmfAstTVvQo,I'm a dietitian and I'm going to show you some of my favorite healthy Stables that I get at Aldi. let's go: multigrain flatbreads with flax have 8 grams of fiber and 9 grams of protein. this seed tastic bread from Simply Nature has three grams each of fiber and protein.
_Q6WwiSE6-M,"I don't really even like cheesecake that much. I thought we were getting a lunch. avoid anything on the skinny Licious menu out of complete protest for the horrible name, but honestly, a lot of the items on that menu sound so delicious they're some of my personal favorites and they're inherently really well balanced."
vEqLlDf2pCo,"good morning. good morning, you are listening to 105.3 today, so how can I help you? could I have the egg white veggie omelette bites?"
LD7q2ThJp-E,I'm a dietitian and I'm going to show you what I get at the Cheesecake Factory. this is so hard to choose. the Oreo sounds good.
najnSnGSqhs,"I'm a dietitian and I'm going to show you a meal that I make with three ingredients from Trader Joe's. a little bit of avocado oil, a little bit of butter. smells like the holidays this in stuffing."
fCF4bnkzru4,"hi there. could I please have a nine piece chicken fry, small onion rings, thank you. thank you so much."
Zd7VJuME71A,I have a kids chicken tender meal with applesauce and a mini Butterfinger blast. thank you okay. so I really came to Sonic because I wanted a Butterfinger blast and also I love their little drive-through situation.
ax5YELyHuJw,"I did not think Gwyneth could get any more dangerous to the public, but then she posted this. he eats something about 12. have coffee, have bone broth for lunch. I'll do Pilates and thread sauna for 30 minutes."
jgnw8J4uxo0,please tell me the last time that smelling chocolate gave you the same experience as eating it. I have a lot of questions.
z7NyvZW84QE,"Canadians have Tim Hortons, Americans have Dunkin Donuts and as a Canadian coffee lover, I thought it's high time to put our American go-to Dunkin Donuts coffee to the test. first, the hot coffee. there's not much flavor there, folks."
MwVlUCtrkzA,"on the road and I need some lunch. let me show you what a dietitian gets at Wawa. I was feeling like Mexican swim, with a bean burrito loaded up with veg and added some guac."
Ti1CCmFMDnQ,"I don't know who needs to hear this, but if you're trying to break free from diet culture and you find yourself craving salad or like a fresh juice or something that you know Society considers deity, you're not relapsing, you're not like failing at intuitive eating or anti-diet mentality if you choose a light lunch or a smoothie for breakfast because that is what you feel like that day. diet culture doesn't own salad or green juice or like lemon water. for goodness sakes, sometimes, a super crunchy bowl of lettuce with, like, lots of veggies is what your body needs and is asking for."
9KnRNKEUM-Y,"could I have the egg white veggie omelette bites? I'll get the wake up wrap. sandwich egg, please, we can do that for you."
jTD-Rh53Kv0,the price of groceries is through the roof. so we're gonna go to Dollar Tree to pick up some healthy Staples to build some balanced meals. Let's Go frozen veggies and fruit- always great for easy meals.
YmgnrmmErAM,"there's no information anywhere about Pedro Pascal's diet, so I was really excited when we got Intel into a Starbucks order because of daddy likey. Mama likey, I am your cool sweaty Daddy. I'm pretty sure the Barista was scared for my life."
eJQXR9a2K7o,"meal prep with me while we unpack some drama. I feel like we need to acknowledge part of like the origin story, which is the gross fat shaming that Selena endured when she posted this picture right here. first of all, Selena looks gorgeous."
t-B5BvPyIPI,"as a dietitian, this is the one superfood I cannot live without. gotcha, superfoods are built, let's get that straight. there are no foods that have magical powers in isolation, and nutrition is more than just the sum of its parts."
sVz5t3xWjuQ,"if you're only using balsamic vinegar on salad, you need to reevaluate your life, or at least your recipe repertoire, sure, yes, balsamic is delicious on salad and it is usually the main use for it, but I'm going to show you how to use it in a delicious, easy and festive dessert you can make in less than five minutes. let's do it. this recipe takes three ingredients and it's all gonna blow your mind."
h9FMGlhgQnk,"as a dietitian, these are the three healthy foods I refuse to buy right now. number one: lettuce. there's a reason why so many restaurants are dropping salads on their menu right now: it is expensive as."
23xICsLrU9w,"as a dietitian, I never buy these anymore, and I'm going to tell you why. honestly, because it's just like the vegan ones better. as you guys know, I'm not vegan, but there are some key vegan products that I just legitimately enjoy more than the G, and veggie hot dogs are one of them."
3MMv0dEIhrI,"Abby, what's your favorite way to eat fish and chips? oh, I got a really good hat for this one, so why don't we order some? that's just all fried foods like?"
X1ziSsW1Daw,"Abby, I think we need to talk what's up. well, we ran the reports and it's apparent now that he used cottage cheese in about 99.99 of your recipes. oh, that reminds cottage cheese."
qTjr4RQ38hI,"I'm a dietitian and I'm going to show you what I order at Jollibee Fiesta [Music]. this is like my favorite thing on the menu. we've got these like little rice noodles in this gravy that's got some eggs and some shrimp and some pork, so lots of protein and some fats going on with some carbs and it's honestly really delicious."
oSIoOVUmDRo,"obvious. there a way to make potatoes healthy. uh, what do you mean?"
kroxjlRxb3g,"Abby. what is a dietitian order at a Greek restaurant? oh, I love Greek."
erpp6W3zRbs,"this is the biggest mistake I see people make when starting a new diet. I'm a registered dietitian and I see so many people plan to start a new diet on Monday or on January 1st after New Year's, and they spend the entire weekend beforehand binge eating all of the Forbidden foods that they have left in the house, you know, to get them out of the house before diet starts tomorrow. we call this the last supper effect and it's such a common Pitfall in dieting circles that often keeps folks trapped in a vicious binge restrict cycle."
XwevCUqFEc4,"I'm a dietitian and I'm going to show you what I order at Nando's. I'll get the [Music] chicken. okay, we got coaching the chicken fat in the sauce and carbs in our bun."
91nVdH0GvQE,"Abby. as a dietitian, what would you say is the best way to make Pop Tarts? um, second best way?"
6fouHb4lTyQ,"yes, can I have, uh, three chicken tenders with honey mustard, um, and then I'll get a side of a coleslaw, please, and a side and a side of corn. all right, we got our chicken tenders with some honey mustard dipping sauce, mmm, some corn and some coleslaw. so we got some veg, we got some Fiber."
q-1_pebYteQ,"gluten-free foods have definitely earned a bit of a health halo over the past few years. but are they actually healthier for you? well, like most things in nutrition, it kind of depends."
tesrkPFq3jA,what's a dietitian Sushi order? I Love Sushi night. let me show you.
_O_lN1XbLco,"I'm a dietitian and I will never cook with this oil. flax- okay, I know you're probably expecting me to say canola, but contrary to what all the other nutritionists on this app will tell you, canola actually has a very Miracle omega-3 to omega-6 ratio and it's got a high smoke point, so it's great for cooking. flax oil, on the other hand, is often touted in Wellness circles as being super healthy, and it is."
fmmw8C7cBeA,"um, hi there. can I have three soft chicken tacos with extra tomatoes, jalapenos and lettuce, please? thank you so much."
_dbSLjhvfSk,"I'm a dietitian and I'm going to show you what I ordered from McDonald's for lunch. can I get, uh, just like a hamburger, no onion, um, and can you add, uh, mustard and lettuce and tomatoes? I'm gonna grab a side of the apple slices and, um, a mini fry, yeah, okay."
rluZlPqC01A,"if you're feeling under the weather, stop what you're doing right now, because I'm going to show you a super effective and delicious and easy chicken soup. there's a reason: your mom always made chicken soup. when you're sick."
HLydfF7scLI,hey everyone. I'm Abby sharp. this is everything I eat on a random day.
-FudbmuY214,"are you single, alone and in need of something sweet in your life? I have a girlfriend. oh, just go along with it."
VkC8H320Rw4,"Santa has had a hard ass year or so. I've heard you know what Santa loves more than just like basic cookies: ice cream, cookie sandwiches, and I've got a lot of presents left to wrap. so let me show you my hack."
0eU1ZgwH7tw,"Abby, you know I'm not a baker, but what's a foolproof holiday gift that I could make sure let's, let's, and I insert a marshmallow like that. then I've got some dark chocolate for dipping and some crushed candy canes on top. let it set for about 10 minutes in the fridge and I'll show you what we're gonna do to a little festive bag."
dZm9ZatZOjs,"ready for some lunch. is that really what we're having, Brody? have I ever steered you wrong?"
